收寄城市,寄达城市,距离
长春,兰州,2424
长春,西宁,2606
长春,银川,2035
长春,乌鲁木齐,3745
长春,阿克苏,4461
长春,喀什,4934
哈尔滨,北京,1260
哈尔滨,天津,1250
哈尔滨,石家庄,1562
哈尔滨,唐山,1135
哈尔滨,廊坊,1271
哈尔滨,保定,1405
哈尔滨,太原,1760
哈尔滨,侯马,2056
哈尔滨,呼和浩特,1712
哈尔滨,包头,1888
哈尔滨,沈阳,608
哈尔滨,大连,979
哈尔滨,锦州,808
哈尔滨,长春,296
哈尔滨,哈尔滨,0
哈尔滨,上海,2324
哈尔滨,南京,2169
哈尔滨,常州,2217
哈尔滨,无锡,2238
哈尔滨,苏州,2281
哈尔滨,徐州,1849
哈尔滨,连云港,1846
哈尔滨,淮安,1977
哈尔滨,盐城,2041
哈尔滨,扬州,2133
哈尔滨,南通,2199
哈尔滨,杭州,2446
哈尔滨,湖州,2345
哈尔滨,嘉兴,2364
哈尔滨,宁波,2512
哈尔滨,台州,2646
哈尔滨,金华,2598
哈尔滨,义乌,2555
哈尔滨,温州,2724
哈尔滨,合肥,2171
哈尔滨,蚌埠,2039
哈尔滨,芜湖,2254
哈尔滨,安庆,2340
哈尔滨,福州,3038
哈尔滨,厦门,3180
哈尔滨,泉州,3162
哈尔滨,南昌,2564
哈尔滨,鹰潭,2635
哈尔滨,赣州,2953
哈尔滨,济南,1566
哈尔滨,潍坊,1620
哈尔滨,烟台,1839
哈尔滨,青岛,1794
哈尔滨,济宁,1728
哈尔滨,临沂,1796
哈尔滨,郑州,1936
哈尔滨,漯河,2039
哈尔滨,信阳,2212
哈尔滨,洛阳,2040
哈尔滨,武汉,2383
哈尔滨,荆州,2507
哈尔滨,襄阳,2290
哈尔滨,长沙,2729
哈尔滨,常德,2651
哈尔滨,衡阳,2883
哈尔滨,广州,3352
哈尔滨,汕头,3316
哈尔滨,深圳,3376
哈尔滨,东莞,3399
哈尔滨,湛江,3699
哈尔滨,中山,3439
哈尔滨,南宁,3573
哈尔滨,柳州,3353
哈尔滨,海口,3870
哈尔滨,重庆,3062
哈尔滨,成都,3154
哈尔滨,南充,2984
哈尔滨,内江,3163
哈尔滨,贵阳,3348
哈尔滨,昆明,3854
哈尔滨,大理州,4170
哈尔滨,拉萨,4892
哈尔滨,西安,2323
哈尔滨,宝鸡,2488
哈尔滨,兰州,2763
哈尔滨,西宁,2944
哈尔滨,银川,2333
哈尔滨,乌鲁木齐,4047
哈尔滨,阿克苏,4759
哈尔滨,喀什,5232
上海,北京,1201
上海,天津,1093
上海,石家庄,1138
上海,唐山,1202
上海,廊坊,1164
上海,保定,1175
上海,太原,1347
上海,侯马,1227
上海,呼和浩特,1701
上海,包头,1877
上海,沈阳,1747
上海,大连,1075
上海,锦州,1527
上海,长春,2038
上海,哈尔滨,2297
上海,上海,0
上海,南京,299
上海,常州,177
上海,无锡,134
上海,苏州,106
上海,徐州,597
上海,连云港,485
上海,淮安,409
上海,盐城,319
上海,扬州,279
上海,南通,133
上海,杭州,179
上海,湖州,150
上海,嘉兴,104
上海,宁波,232
上海,台州,382
上海,金华,332
上海,义乌,289
上海,温州,458
上海,合肥,464
上海,蚌埠,481
上海,芜湖,357
上海,安庆,489
上海,福州,778
上海,厦门,1020
上海,泉州,945
上海,南昌,730
上海,鹰潭,625
上海,赣州,1049
上海,济南,855
上海,潍坊,751
上海,烟台,906
上海,青岛,800
上海,济宁,767
上海,临沂,587
上海,郑州,971
上海,漯河,812
上海,信阳,783
上海,洛阳,1031
上海,武汉,827
上海,荆州,1056
上海,襄阳,1078
上海,长沙,1098
上海,常德,1150
上海,衡阳,1203
上海,广州,1438
上海,汕头,1273
上海,深圳,1461
上海,东莞,1446
上海,湛江,1857
上海,中山,1513
上海,南宁,1902
上海,柳州,1682
上海,海口,2043
上海,重庆,1703
上海,成都,1972
上海,南充,1760
上海,内江,1927
上海,贵阳,1807
上海,昆明,2323
上海,大理州,2644
上海,拉萨,4161
上海,西安,1383
上海,宝鸡,1554
上海,兰州,2006
上海,西宁,2224
上海,银川,1962
上海,乌鲁木齐,3966
上海,阿克苏,4692
上海,喀什,5164
南京,北京,1007
南京,天津,935
南京,石家庄,901
南京,唐山,1044
南京,廊坊,971
南京,保定,938
南京,太原,1093
南京,侯马,951
南京,呼和浩特,1454
南京,包头,1631
南京,沈阳,1589
南京,大连,920
南京,锦州,1369
南京,长春,1880
南京,哈尔滨,2139
南京,上海,298
南京,南京,0
南京,常州,132
南京,无锡,173
南京,苏州,217
南京,徐州,340
南京,连云港,330
南京,淮安,195
南京,盐城,264
南京,扬州,101
南京,南通,236
南京,杭州,292
南京,湖州,209
南京,嘉兴,286
南京,宁波,437
南京,台州,552
南京,金华,457
南京,义乌,414
南京,温州,583
南京,合肥,172
南京,蚌埠,205
南京,芜湖,107
南京,安庆,284
南京,福州,917
南京,厦门,1107
南京,泉州,1085
南京,南昌,577
南京,鹰潭,561
南京,赣州,966
南京,济南,639
南京,潍坊,597
南京,烟台,751
南京,青岛,645
南京,济宁,510
南京,临沂,433
南京,郑州,688
南京,漯河,536
南京,信阳,492
南京,洛阳,755
南京,武汉,535
南京,荆州,753
南京,襄阳,802
南京,长沙,909
南京,常德,918
南京,衡阳,1063
南京,广州,1355
南京,汕头,1242
南京,深圳,1379
南京,东莞,1364
南京,湛江,1774
南京,中山,1430
南京,南宁,1753
南京,柳州,1532
南京,海口,1961
南京,重庆,1394
南京,成都,1669
南京,南充,1456
南京,内江,1624
南京,贵阳,1576
南京,昆明,2091
南京,大理州,2413
南京,拉萨,3885
南京,西安,1107
南京,宝鸡,1278
南京,兰州,1730
南京,西宁,1948
南京,银川,1686
南京,乌鲁木齐,3690
南京,阿克苏,4416
南京,喀什,4888
常州,北京,1094
常州,天津,986
常州,石家庄,1006
常州,唐山,1095
常州,廊坊,1076
常州,保定,1043
常州,太原,1210
常州,侯马,1061
常州,呼和浩特,1560
常州,包头,1737
常州,沈阳,1640
常州,大连,967
常州,锦州,1420
常州,长春,1931
常州,哈尔滨,2190
常州,上海,183
常州,南京,133
常州,常州,0
常州,无锡,59
常州,苏州,103
常州,徐州,445
常州,连云港,378
常州,淮安,274
常州,盐城,212
常州,扬州,114
常州,南通,152
常州,杭州,214
常州,湖州,131
常州,嘉兴,185
常州,宁波,354
常州,台州,468
常州,金华,420
常州,义乌,376
常州,温州,545
常州,合肥,305
常州,蚌埠,316
常州,芜湖,203
常州,安庆,380
常州,福州,863
常州,厦门,1106
常州,泉州,1030
常州,南昌,672
常州,鹰潭,657
常州,赣州,1062
常州,济南,745
常州,潍坊,644
常州,烟台,799
常州,青岛,693
常州,济宁,615
常州,临沂,480
常州,郑州,805
常州,漯河,647
常州,信阳,625
常州,洛阳,865
常州,武汉,667
常州,荆州,886
常州,襄阳,913
常州,长沙,1005
常州,常德,1041
常州,衡阳,1159
常州,广州,1451
常州,汕头,1338
常州,深圳,1474
常州,东莞,1459
常州,湛江,1869
常州,中山,1525
常州,南宁,1848
常州,柳州,1628
常州,海口,2056
常州,重庆,1527
常州,成都,1802
常州,南充,1589
常州,内江,1757
常州,贵阳,1698
常州,昆明,2213
常州,大理州,2535
常州,拉萨,3996
常州,西安,1218
常州,宝鸡,1389
常州,兰州,1841
常州,西宁,2059
常州,银川,1797
常州,乌鲁木齐,3801
常州,阿克苏,4527
常州,喀什,4999
无锡,北京,1114
无锡,天津,1005
无锡,石家庄,1042
无锡,唐山,1114
无锡,廊坊,1076
无锡,保定,1079
无锡,太原,1254
无锡,侯马,1104
无锡,呼和浩特,1596
无锡,包头,1773
无锡,沈阳,1660
无锡,大连,987
无锡,锦州,1439
无锡,长春,1951
无锡,哈尔滨,2209
无锡,上海,141
无锡,南京,176
无锡,常州,54
无锡,无锡,0
无锡,苏州,60
无锡,徐州,481
无锡,连云港,398
无锡,淮安,294
无锡,盐城,212
无锡,扬州,156
无锡,南通,133
无锡,杭州,225
无锡,湖州,153
无锡,嘉兴,143
无锡,宁波,311
无锡,台州,425
无锡,金华,377
无锡,义乌,334
无锡,温州,503
无锡,合肥,340
无锡,蚌埠,358
无锡,芜湖,238
无锡,安庆,415
无锡,福州,821
无锡,厦门,1063
无锡,泉州,988
无锡,南昌,708
无锡,鹰潭,658
无锡,赣州,1067
无锡,济南,780
无锡,潍坊,664
无锡,烟台,819
无锡,青岛,712
无锡,济宁,651
无锡,临沂,500
无锡,郑州,849
无锡,漯河,689
无锡,信阳,660
无锡,洛阳,907
无锡,武汉,703
无锡,荆州,921
无锡,襄阳,955
无锡,长沙,1040
无锡,常德,1076
无锡,衡阳,1194
无锡,广州,1456
无锡,汕头,1342
无锡,深圳,1479
无锡,东莞,1464
无锡,湛江,1874
无锡,中山,1530
无锡,南宁,1884
无锡,柳州,1663
无锡,海口,2061
无锡,重庆,1563
无锡,成都,1838
无锡,南充,1625
无锡,内江,1792
无锡,贵阳,1733
无锡,昆明,2249
无锡,大理州,2570
无锡,拉萨,4038
无锡,西安,1260
无锡,宝鸡,1431
无锡,兰州,1883
无锡,西宁,2101
无锡,银川,1839
无锡,乌鲁木齐,3843
无锡,阿克苏,4569
无锡,喀什,5041
苏州,北京,1179
苏州,天津,1070
苏州,石家庄,1088
苏州,唐山,1179
苏州,廊坊,1141
苏州,保定,1126
苏州,太原,1299
苏州,侯马,1150
苏州,呼和浩特,1642
苏州,包头,1819
苏州,沈阳,1724
苏州,大连,1052
苏州,锦州,1504
苏州,长春,2015
苏州,哈尔滨,2274
苏州,上海,99
苏州,南京,222
苏州,常州,100
苏州,无锡,57
苏州,苏州,0
苏州,徐州,528
苏州,连云港,462
苏州,淮安,340
苏州,盐城,259
苏州,扬州,203
苏州,南通,111
苏州,杭州,154
苏州,湖州,100
苏州,嘉兴,72
苏州,宁波,240
苏州,台州,355
苏州,金华,307
苏州,义乌,263
苏州,温州,432
苏州,合肥,387
苏州,蚌埠,404
苏州,芜湖,285
苏州,安庆,439
苏州,福州,750
苏州,厦门,993
苏州,泉州,917
苏州,南昌,692
苏州,鹰潭,588
苏州,赣州,1012
苏州,济南,832
苏州,潍坊,729
苏州,烟台,883
苏州,青岛,777
苏州,济宁,698
苏州,临沂,565
苏州,郑州,894
苏州,漯河,735
苏州,信阳,706
苏州,洛阳,954
苏州,武汉,749
苏州,荆州,967
苏州,襄阳,1001
苏州,长沙,1064
苏州,常德,1101
苏州,衡阳,1166
苏州,广州,1400
苏州,汕头,1247
苏州,深圳,1424
苏州,东莞,1409
苏州,湛江,1819
苏州,中山,1475
苏州,南宁,1865
苏州,柳州,1644
苏州,海口,2006
苏州,重庆,1609
苏州,成都,1884
苏州,南充,1671
苏州,内江,1838
苏州,贵阳,1758
苏州,昆明,2273
苏州,大理州,2594
苏州,拉萨,4084
苏州,西安,1306
苏州,宝鸡,1477
苏州,兰州,1930
苏州,西宁,2148
苏州,银川,1885
苏州,乌鲁木齐,3889
苏州,阿克苏,4616
苏州,喀什,5087
徐州,北京,697
徐州,天津,625
徐州,石家庄,590
徐州,唐山,734
徐州,廊坊,661
徐州,保定,627
徐州,太原,793
徐州,侯马,669
徐州,呼和浩特,1144
徐州,包头,1321
徐州,沈阳,1279
徐州,大连,809
徐州,锦州,1058
徐州,长春,1570
徐州,哈尔滨,1828
徐州,上海,609
徐州,南京,337
徐州,常州,443
徐州,无锡,485
徐州,苏州,529
徐州,徐州,0
徐州,连云港,220
徐州,淮安,195
徐州,盐城,330
徐州,扬州,339
徐州,南通,506
徐州,杭州,620
徐州,湖州,536
徐州,嘉兴,611
徐州,宁波,780
徐州,台州,894
徐州,金华,785
徐州,义乌,742
徐州,温州,911
徐州,合肥,322
徐州,蚌埠,190
徐州,芜湖,427
徐州,安庆,488
徐州,福州,1189
徐州,厦门,1331
徐州,泉州,1313
徐州,南昌,748
徐州,鹰潭,786
徐州,赣州,1135
徐州,济南,329
徐州,潍坊,426
徐州,烟台,641
徐州,青岛,535
徐州,济宁,174
徐州,临沂,184
徐州,郑州,388
徐州,漯河,364
徐州,信阳,519
徐州,洛阳,502
徐州,武汉,645
徐州,荆州,852
徐州,襄阳,655
徐州,长沙,1037
徐州,常德,1017
徐州,衡阳,1191
徐州,广州,1525
徐州,汕头,1467
徐州,深圳,1559
徐州,东莞,1543
徐州,湛江,1943
徐州,中山,1610
徐州,南宁,1880
徐州,柳州,1660
徐州,海口,2130
徐州,重庆,1452
徐州,成都,1616
徐州,南充,1445
徐州,内江,1624
徐州,贵阳,1675
徐州,昆明,2190
徐州,大理州,2512
徐州,拉萨,3619
徐州,西安,850
徐州,宝鸡,1021
徐州,兰州,1465
徐州,西宁,1683
徐州,银川,1405
徐州,乌鲁木齐,3467
徐州,阿克苏,4193
徐州,喀什,4665
连云港,北京,729
连云港,天津,620
连云港,石家庄,665
连云港,唐山,729
连云港,廊坊,691
连云港,保定,703
连云港,太原,874
连云港,侯马,864
连云港,呼和浩特,1228
连云港,包头,1404
连云港,沈阳,1274
连云港,大连,602
连云港,锦州,1054
连云港,长春,1565
连云港,哈尔滨,1824
连云港,上海,480
连云港,南京,324
连云港,常州,374
连云港,无锡,393
连云港,苏州,437
连云港,徐州,216
连云港,连云港,0
连云港,淮安,133
连云港,盐城,200
连云港,扬州,289
连云港,南通,355
连云港,杭州,602
连云港,湖州,502
连云港,嘉兴,520
连云港,宁波,669
连云港,台州,803
连云港,金华,755
连云港,义乌,712
连云港,温州,881
连云港,合肥,466
连云港,蚌埠,351
连云港,芜湖,426
连云港,安庆,602
连云港,福州,1199
连云港,厦门,1425
连云港,泉州,1366
连云港,南昌,879
连云港,鹰潭,879
连云港,赣州,1285
连云港,济南,382
连云港,潍坊,278
连云港,烟台,433
连云港,青岛,327
连云港,济宁,334
连云港,临沂,114
连云港,郑州,583
连云港,漯河,559
连云港,信阳,714
连云港,洛阳,696
连云港,武汉,838
连云港,荆州,1047
连云港,襄阳,850
连云港,长沙,1206
连云港,常德,1212
连云港,衡阳,1361
连云港,广州,1656
连云港,汕头,1560
连云港,深圳,1697
连云港,东莞,1682
连云港,湛江,2075
连云港,中山,1748
连云港,南宁,2050
连云港,柳州,1829
连云港,海口,2262
连云港,重庆,1647
连云港,成都,1811
连云港,南充,1640
连云港,内江,1819
连云港,贵阳,1870
连云港,昆明,2385
连云港,大理州,2707
连云港,拉萨,3814
连云港,西安,1045
连云港,宝鸡,1216
连云港,兰州,1660
连云港,西宁,1878
连云港,银川,1490
连云港,乌鲁木齐,3551
连云港,阿克苏,4277
连云港,喀什,4749
淮安,北京,856
淮安,天津,747
淮安,石家庄,771
淮安,唐山,856
淮安,廊坊,842
淮安,保定,808
淮安,太原,983
淮安,侯马,859
淮安,呼和浩特,1325
淮安,包头,1502
淮安,沈阳,1401
淮安,大连,729
淮安,锦州,1181
淮安,长春,1692
淮安,哈尔滨,1951
淮安,上海,420
淮安,南京,195
淮安,常州,276
淮安,无锡,295
淮安,苏州,339
淮安,徐州,210
淮安,连云港,139
淮安,淮安,0
淮安,盐城,131
淮安,扬州,182
淮安,南通,307
淮安,杭州,482
淮安,湖州,399
淮安,嘉兴,421
淮安,宁波,590
淮安,台州,704
淮安,金华,647
淮安,义乌,604
淮安,温州,773
淮安,合肥,337
淮安,蚌埠,290
淮安,芜湖,297
淮安,安庆,474
淮安,福州,1116
淮安,厦门,1296
淮安,泉州,1284
淮安,南昌,751
淮安,鹰潭,751
淮安,赣州,1156
淮安,济南,510
淮安,潍坊,406
淮安,烟台,560
淮安,青岛,454
淮安,济宁,381
淮安,临沂,242
淮安,郑州,578
淮安,漯河,554
淮安,信阳,685
淮安,洛阳,691
淮安,武汉,727
淮安,荆州,946
淮安,襄阳,845
淮安,长沙,1096
淮安,常德,1111
淮安,衡阳,1251
淮安,广州,1528
淮安,汕头,1432
淮安,深圳,1569
淮安,东莞,1553
淮安,湛江,1946
淮安,中山,1620
淮安,南宁,1940
淮安,柳州,1719
淮安,海口,2133
淮安,重庆,1587
淮安,成都,1805
淮安,南充,1635
淮安,内江,1814
淮安,贵阳,1769
淮安,昆明,2284
淮安,大理州,2605
淮安,拉萨,3809
淮安,西安,1039
淮安,宝鸡,1211
淮安,兰州,1655
淮安,西宁,1873
淮安,银川,1595
淮安,乌鲁木齐,3648
淮安,阿克苏,4374
淮安,喀什,4846
盐城,北京,922
盐城,天津,813
盐城,石家庄,859
盐城,唐山,923
盐城,廊坊,884
盐城,保定,896
盐城,太原,1090
盐城,侯马,966
盐城,呼和浩特,1421
盐城,包头,1598
盐城,沈阳,1468
盐城,大连,795
盐城,锦州,1247
盐城,长春,1759
盐城,哈尔滨,2017
盐城,上海,318
盐城,南京,267
盐城,常州,214
盐城,无锡,214
盐城,苏州,258
盐城,徐州,318
盐城,连云港,206
盐城,淮安,130
盐城,盐城,0
盐城,扬州,182
盐城,南通,193
盐城,杭州,422
盐城,湖州,350
盐城,嘉兴,340
盐城,宁波,507
盐城,台州,623
盐城,金华,575
盐城,义乌,531
盐城,温州,700
盐城,合肥,421
盐城,蚌埠,349
盐城,芜湖,376
盐城,安庆,553
盐城,福州,1018
盐城,厦门,1261
盐城,泉州,1185
盐城,南昌,846
盐城,鹰潭,830
盐城,赣州,1235
盐城,济南,575
盐城,潍坊,472
盐城,烟台,627
盐城,青岛,521
盐城,济宁,488
盐城,临沂,308
盐城,郑州,685
盐城,漯河,661
盐城,信阳,768
盐城,洛阳,798
盐城,武汉,811
盐城,荆州,1029
盐城,襄阳,952
盐城,长沙,1180
盐城,常德,1194
盐城,衡阳,1334
盐城,广州,1624
盐城,汕头,1511
盐城,深圳,1648
盐城,东莞,1632
盐城,湛江,2043
盐城,中山,1699
盐城,南宁,2023
盐城,柳州,1803
盐城,海口,2230
盐城,重庆,1671
盐城,成都,1912
盐城,南充,1742
盐城,内江,1921
盐城,贵阳,1852
盐城,昆明,2368
盐城,大理州,2689
盐城,拉萨,3916
盐城,西安,1147
盐城,宝鸡,1318
盐城,兰州,1762
盐城,西宁,1980
盐城,银川,1702
盐城,乌鲁木齐,3744
盐城,阿克苏,4470
盐城,喀什,4942
扬州,北京,1010
扬州,天津,895
扬州,石家庄,904
扬州,唐山,1004
扬州,廊坊,974
扬州,保定,941
扬州,太原,1108
扬州,侯马,984
扬州,呼和浩特,1457
扬州,包头,1634
扬州,沈阳,1549
扬州,大连,876
扬州,锦州,1329
扬州,长春,1840
扬州,哈尔滨,2099
扬州,上海,283
扬州,南京,105
扬州,常州,117
扬州,无锡,158
扬州,苏州,202
扬州,徐州,343
扬州,连云港,287
扬州,淮安,183
扬州,盐城,174
扬州,扬州,0
扬州,南通,165
扬州,杭州,312
扬州,湖州,229
扬州,嘉兴,285
扬州,宁波,453
扬州,台州,567
扬州,金华,477
扬州,义乌,434
扬州,温州,603
扬州,合肥,254
扬州,蚌埠,247
扬州,芜湖,219
扬州,安庆,396
扬州,福州,964
扬州,厦门,1161
扬州,泉州,1132
扬州,南昌,688
扬州,鹰潭,673
扬州,赣州,1078
扬州,济南,642
扬州,潍坊,553
扬州,烟台,708
扬州,青岛,602
扬州,济宁,513
扬州,临沂,389
扬州,郑州,703
扬州,漯河,578
扬州,信阳,602
扬州,洛阳,796
扬州,武汉,645
扬州,荆州,863
扬州,襄阳,844
扬州,长沙,1014
扬州,常德,1028
扬州,衡阳,1168
扬州,广州,1467
扬州,汕头,1354
扬州,深圳,1490
扬州,东莞,1475
扬州,湛江,1886
扬州,中山,1542
扬州,南宁,1857
扬州,柳州,1637
扬州,海口,2072
扬州,重庆,1504
扬州,成都,1779
扬州,南充,1567
扬州,内江,1734
扬州,贵阳,1686
扬州,昆明,2202
扬州,大理州,2523
扬州,拉萨,3924
扬州,西安,1148
扬州,宝鸡,1320
扬州,兰州,1769
扬州,西宁,1987
扬州,银川,1720
扬州,乌鲁木齐,3732
扬州,阿克苏,4458
扬州,喀什,4929
南通,北京,1079
南通,天津,970
南通,石家庄,1015
南通,唐山,1079
南通,廊坊,1041
南通,保定,1053
南通,太原,1224
南通,侯马,1142
南通,呼和浩特,1578
南通,包头,1754
南通,沈阳,1624
南通,大连,952
南通,锦州,1404
南通,长春,1915
南通,哈尔滨,2174
南通,上海,142
南通,南京,239
南通,常州,147
南通,无锡,135
南通,苏州,117
南通,徐州,493
南通,连云港,362
南通,淮安,306
南通,盐城,196
南通,扬州,166
南通,南通,0
南通,杭州,264
南通,湖州,210
南通,嘉兴,182
南通,宁波,330
南通,台州,464
南通,金华,416
南通,义乌,373
南通,温州,542
南通,合肥,406
南通,蚌埠,398
南通,芜湖,332
南通,安庆,509
南通,福州,860
南通,厦门,1102
南通,泉州,1027
南通,南昌,802
南通,鹰潭,698
南通,赣州,1121
南通,济南,732
南通,潍坊,629
南通,烟台,783
南通,青岛,677
南通,济宁,664
南通,临沂,465
南通,郑州,861
南通,漯河,729
南通,信阳,753
南通,洛阳,947
南通,武汉,796
南通,荆州,1014
南通,襄阳,995
南通,长沙,1134
南通,常德,1170
南通,衡阳,1276
南通,广州,1510
南通,汕头,1357
南通,深圳,1534
南通,东莞,1519
南通,湛江,1929
南通,中山,1585
南通,南宁,1975
南通,柳州,1754
南通,海口,2111
南通,重庆,1656
南通,成都,1931
南通,南充,1718
南通,内江,1885
南通,贵阳,1827
南通,昆明,2342
南通,大理州,2664
南通,拉萨,4074
南通,西安,1300
南通,宝鸡,1471
南通,兰州,1920
南通,西宁,2138
南通,银川,1878
南通,乌鲁木齐,3901
南通,阿克苏,4627
南通,喀什,5099
杭州,北京,1279
杭州,天津,1187
杭州,石家庄,1172
杭州,唐山,1297
杭州,廊坊,1243
杭州,保定,1210
杭州,太原,1365
杭州,侯马,1222
杭州,呼和浩特,1726
杭州,包头,1903
杭州,沈阳,1842
杭州,大连,1169
杭州,锦州,1621
杭州,长春,2133
杭州,哈尔滨,2392
杭州,上海,177
杭州,南京,281
杭州,常州,207
杭州,无锡,215
杭州,苏州,157
杭州,徐州,612
杭州,连云港,580
杭州,淮安,471
杭州,盐城,422
杭州,扬州,300
杭州,南通,261
杭州,杭州,0
杭州,湖州,87
杭州,嘉兴,90
杭州,宁波,161
杭州,台州,275
杭州,金华,181
杭州,义乌,137
杭州,温州,306
杭州,合肥,418
杭州,蚌埠,477
杭州,芜湖,281
杭州,安庆,413
杭州,福州,635
杭州,厦门,878
杭州,泉州,803
杭州,南昌,539
杭州,鹰潭,435
杭州,赣州,859
杭州,济南,911
杭州,潍坊,846
杭州,烟台,1001
杭州,青岛,895
杭州,济宁,782
杭州,临沂,682
杭州,郑州,960
杭州,漯河,808
杭州,信阳,738
杭州,洛阳,1026
杭州,武汉,752
杭州,荆州,980
杭州,襄阳,1026
杭州,长沙,899
杭州,常德,1015
杭州,衡阳,1013
杭州,广州,1248
杭州,汕头,1134
杭州,深圳,1271
杭州,东莞,1256
杭州,湛江,1666
杭州,中山,1322
杭州,南宁,1712
杭州,柳州,1491
杭州,海口,1849
杭州,重庆,1627
杭州,成都,1897
杭州,南充,1684
杭州,内江,1851
杭州,贵阳,1676
杭州,昆明,2171
杭州,大理州,2492
杭州,拉萨,4105
杭州,西安,1330
杭州,宝鸡,1502
杭州,兰州,1950
杭州,西宁,2169
杭州,银川,1958
杭州,乌鲁木齐,3914
杭州,阿克苏,4640
杭州,喀什,5111
湖州,北京,1201
湖州,天津,1109
湖州,石家庄,1094
湖州,唐山,1218
湖州,廊坊,1164
湖州,保定,1131
湖州,太原,1286
湖州,侯马,1144
湖州,呼和浩特,1648
湖州,包头,1824
湖州,沈阳,1763
湖州,大连,1091
湖州,锦州,1543
湖州,长春,2054
湖州,哈尔滨,2313
湖州,上海,154
湖州,南京,202
湖州,常州,128
湖州,无锡,137
湖州,苏州,103
湖州,徐州,533
湖州,连云港,501
湖州,淮安,392
湖州,盐城,344
湖州,扬州,221
湖州,南通,206
湖州,杭州,96
湖州,湖州,0
湖州,嘉兴,82
湖州,宁波,251
湖州,台州,365
湖州,金华,261
湖州,义乌,218
湖州,温州,387
湖州,合肥,355
湖州,蚌埠,399
湖州,芜湖,216
湖州,安庆,348
湖州,福州,714
湖州,厦门,987
湖州,泉州,881
湖州,南昌,618
湖州,鹰潭,514
湖州,赣州,938
湖州,济南,832
湖州,潍坊,767
湖州,烟台,922
湖州,青岛,816
湖州,济宁,703
湖州,临沂,603
湖州,郑州,881
湖州,漯河,729
湖州,信阳,674
湖州,洛阳,948
湖州,武汉,686
湖州,荆州,914
湖州,襄阳,962
湖州,长沙,973
湖州,常德,1009
湖州,衡阳,1093
湖州,广州,1327
湖州,汕头,1214
湖州,深圳,1351
湖州,东莞,1335
湖州,湛江,1746
湖州,中山,1402
湖州,南宁,1791
湖州,柳州,1571
湖州,海口,1928
湖州,重庆,1562
湖州,成都,1831
湖州,南充,1618
湖州,内江,1786
湖州,贵阳,1666
湖州,昆明,2182
湖州,大理州,2503
湖州,拉萨,4042
湖州,西安,1267
湖州,宝鸡,1438
湖州,兰州,1888
湖州,西宁,2106
湖州,银川,1884
湖州,乌鲁木齐,3850
湖州,阿克苏,4576
湖州,喀什,5048
嘉兴,北京,1243
嘉兴,天津,1135
嘉兴,石家庄,1155
嘉兴,唐山,1244
嘉兴,廊坊,1206
嘉兴,保定,1192
嘉兴,太原,1366
嘉兴,侯马,1223
嘉兴,呼和浩特,1708
嘉兴,包头,1885
嘉兴,沈阳,1789
嘉兴,大连,1116
嘉兴,锦州,1569
嘉兴,长春,2080
嘉兴,哈尔滨,2339
嘉兴,上海,108
嘉兴,南京,282
嘉兴,常州,166
