收寄城市,寄达城市,流量_集包,流量_大件,总流量
拉萨,长沙,2,28,30
拉萨,襄阳,1,3,4
拉萨,广州,1,37,38
拉萨,昆明,1,28,29
拉萨,大理州,1,8,9
南京,扬州,83,1007,1090
南京,盐城,81,1001,1082
南京,南通,134,1570,1704
苏州,南京,251,1989,2240
连云港,常州,50,314,364
淮安,常州,51,521,572
徐州,扬州,54,870,924
徐州,常州,122,2156,2278
徐州,无锡,110,2006,2116
扬州,无锡,37,399,436
扬州,南京,72,782,854
南通,淮安,19,353,372
南通,连云港,25,528,553
济南,济宁,157,1637,1794
杭州,台州,326,716,1042
嘉兴,温州,135,391,526
温州,嘉兴,131,498,629
泉州,福州,146,4393,4539
郑州,漯河,183,2775,2958
广州,广州,804,9630,10434
石家庄,长春,206,2420,2626
石家庄,侯马,123,1364,1487
石家庄,哈尔滨,269,3152,3421
石家庄,济南,332,3937,4269
石家庄,襄阳,45,484,529
天津,哈尔滨,67,2224,2291
廊坊,天津,64,615,679
廊坊,哈尔滨,65,581,646
廊坊,徐州,17,157,174
廊坊,济南,57,518,575
廊坊,福州,28,236,264
廊坊,漯河,21,156,177
廊坊,昆明,26,251,277
廊坊,西安,61,544,605
保定,中山,36,270,306
保定,青岛,76,646,722
保定,兰州,60,490,550
保定,南昌,52,423,475
沈阳,徐州,60,429,489
沈阳,郑州,102,785,887
沈阳,洛阳,31,217,248
沈阳,昆明,48,393,441
长春,天津,43,1221,1264
长春,北京,65,1939,2004
长春,郑州,29,617,646
南京,沈阳,196,2295,2491
南京,天津,158,1961,2119
南京,襄阳,40,456,496
扬州,中山,33,345,378
扬州,贵阳,67,642,709
无锡,武汉,144,1102,1246
无锡,贵阳,66,476,542
无锡,北京,171,1371,1542
无锡,郑州,118,915,1033
无锡,洛阳,39,294,333
无锡,中山,45,332,377
无锡,湛江,20,148,168
无锡,南充,31,203,234
苏州,宁波,123,1029,1152
苏州,石家庄,117,947,1064
苏州,芜湖,57,430,487
苏州,郑州,159,1246,1405
苏州,银川,48,371,419
苏州,西宁,23,180,203
苏州,乌鲁木齐,111,873,984
徐州,天津,196,3802,3998
徐州,哈尔滨,177,3249,3426
徐州,沈阳,224,4214,4438
徐州,汕头,105,1807,1912
连云港,沈阳,96,650,746
连云港,芜湖,17,108,125
连云港,济南,113,756,869
连云港,杭州,48,353,401
连云港,福州,51,342,393
连云港,漯河,39,262,301
连云港,海口,36,270,306
连云港,成都,86,590,676
淮安,杭州,47,507,554
徐州,蚌埠,106,1932,2038
徐州,襄阳,49,865,914
盐城,锦州,14,59,73
盐城,常州,64,348,412
盐城,贵阳,45,233,278
盐城,沈阳,58,344,402
盐城,青岛,59,339,398
盐城,武汉,66,393,459
扬州,哈尔滨,57,568,625
扬州,侯马,23,211,234
扬州,青岛,40,433,473
常州,西安,244,2433,2677
常州,太原,145,1500,1645
常州,蚌埠,93,941,1034
南通,锦州,16,337,353
南通,侯马,20,413,433
南通,合肥,70,1612,1682
南通,厦门,44,949,993
南通,郑州,85,1938,2023
南通,信阳,38,796,834
南通,广州,187,4284,4471
南通,贵阳,52,1117,1169
合肥,锦州,62,612,674
合肥,太原,215,2271,2486
合肥,常州,95,972,1067
合肥,济南,369,3893,4262
合肥,郑州,329,3559,3888
安庆,天津,122,1237,1359
安庆,常州,63,651,714
安庆,济南,186,1852,2038
安庆,青岛,84,872,956
安庆,襄阳,31,291,322
安庆,中山,92,932,1024
安庆,成都,212,2050,2262
蚌埠,石家庄,165,1694,1859
蚌埠,武汉,203,2145,2348
蚌埠,信阳,106,1099,1205
蚌埠,柳州,73,718,791
南京,昆明,114,1429,1543
芜湖,南昌,66,789,855
安庆,鹰潭,24,213,237
济南,锦州,82,878,960
济南,青岛,298,3347,3645
杭州,锦州,100,222,322
杭州,沈阳,546,1236,1782
杭州,侯马,204,455,659
杭州,徐州,353,818,1171
杭州,芜湖,158,354,512
杭州,安庆,137,303,440
杭州,青岛,353,822,1175
杭州,武汉,670,1530,2200
杭州,西安,653,1526,2179
湖州,哈尔滨,187,504,691
湖州,福州,153,401,554
湖州,武汉,192,522,714
湖州,湛江,89,236,325
湖州,贵阳,371,999,1370
嘉兴,常州,76,232,308
嘉兴,厦门,80,239,319
嘉兴,乌鲁木齐,95,289,384
宁波,锦州,36,277,313
宁波,常州,83,669,752
宁波,青岛,135,1113,1248
宁波,鹰潭,31,238,269
宁波,南宁,188,1561,1749
宁波,南充,73,557,630
宁波,银川,60,463,523
台州,呼和浩特,99,336,435
台州,济南,466,1667,2133
台州,昆明,260,954,1214
金华,沈阳,579,4329,4908
金华,北京,743,5881,6624
金华,徐州,381,2944,3325
金华,合肥,500,3904,4404
金华,南昌,487,3580,4067
金华,襄阳,116,856,972
金华,漯河,292,2167,2459
金华,银川,147,1090,1237
金华,大理州,86,627,713
温州,天津,167,702,869
温州,北京,189,791,980
温州,长沙,307,1267,1574
温州,南充,80,285,365
温州,西安,266,1041,1307
温州,锦州,36,136,172
温州,芜湖,68,263,331
南昌,石家庄,153,1688,1841
南昌,郑州,212,2366,2578
南昌,南宁,170,1990,2160
南昌,武汉,225,3257,3482
鹰潭,石家庄,27,232,259
福州,汕头,80,893,973
福州,南昌,101,1298,1399
泉州,太原,35,1111,1146
泉州,北京,68,2291,2359
泉州,徐州,29,860,889
泉州,常州,21,610,631
泉州,漯河,25,680,705
泉州,成都,93,3006,3099
重庆,北京,79,3157,3236
重庆,常州,20,672,692
重庆,济南,59,2083,2142
重庆,衡阳,25,933,958
重庆,武汉,77,2792,2869
重庆,南宁,69,2563,2632
重庆,大理州,19,611,630
重庆,兰州,38,1389,1427
长沙,银川,76,1129,1205
长沙,徐州,94,1483,1577
长沙,柳州,104,1661,1765
衡阳,广州,116,3586,3702
衡阳,贵阳,52,1448,1500
武汉,广州,501,10898,11399
武汉,常州,68,1385,1453
武汉,长沙,346,7184,7530
武汉,郑州,238,4903,5141
武汉,漯河,93,1811,1904
武汉,贵阳,184,3660,3844
郑州,天津,245,4605,4850
郑州,济南,414,7210,7624
郑州,中山,148,2497,2645
郑州,北京,431,8367,8798
洛阳,济南,187,1808,1995
洛阳,广州,218,2636,2854
洛阳,信阳,74,682,756
洛阳,沈阳,144,1517,1661
洛阳,徐州,57,579,636
洛阳,厦门,47,573,620
洛阳,汕头,50,576,626
漯河,锦州,13,330,343
漯河,广州,84,2098,2182
郑州,沈阳,316,5593,5909
郑州,长春,242,4236,4478
郑州,长沙,291,5385,5676
郑州,兰州,136,2446,2582
广州,锦州,41,396,437
广州,昆明,209,2155,2364
广州,乌鲁木齐,365,3473,3838
广州,阿克苏,89,831,920
汕头,侯马,25,175,200
汕头,石家庄,48,330,378
汕头,北京,50,443,493
汕头,金华,18,125,143
汕头,武汉,57,550,607
汕头,郑州,57,404,461
汕头,信阳,30,199,229
贵阳,广州,38,1032,1070
成都,合肥,45,1067,1112
昆明,成都,79,1668,1747
石家庄,苏州,121,1468,1589
石家庄,济宁,61,728,789
石家庄,南通,47,549,596
石家庄,台州,43,498,541
石家庄,连云港,28,327,355
天津,唐山,25,684,709
天津,大连,18,635,653
天津,合肥,22,685,707
天津,蚌埠,14,442,456
天津,宁波,14,444,458
天津,温州,12,363,375
天津,漯河,21,666,687
天津,东莞,16,479,495
天津,湛江,8,230,238
天津,成都,43,1557,1600
唐山,上海,11,148,159
唐山,济南,17,220,237
唐山,杭州,8,98,106
唐山,厦门,5,54,59
唐山,长沙,9,99,108
唐山,中山,4,49,53
北京,上海,66,1568,1634
北京,天津,71,1679,1750
北京,长沙,56,1217,1273
北京,郑州,65,1463,1528
廊坊,上海,33,332,365
廊坊,烟台,12,112,124
廊坊,长沙,44,396,440
廊坊,常德,8,80,88
廊坊,衡阳,12,111,123
保定,南通,17,137,154
保定,温州,26,197,223
保定,衡阳,26,206,232
保定,扬州,10,69,79
保定,荆州,7,58,65
北京,深圳,32,740,772
北京,唐山,17,375,392
沈阳,济宁,31,250,281
沈阳,湖州,14,104,118
沈阳,襄阳,13,90,103
沈阳,海口,35,283,318
长春,唐山,13,360,373
长春,大连,24,685,709
长春,南宁,14,302,316
哈尔滨,侯马,15,426,441
哈尔滨,石家庄,36,998,1034
哈尔滨,保定,15,454,469
哈尔滨,南京,19,524,543
哈尔滨,东莞,14,400,414
哈尔滨,海口,14,406,420
哈尔滨,昆明,18,583,601
哈尔滨,银川,10,278,288
南京,大连,47,573,620
南京,上海,468,6291,6759
南京,临沂,44,528,572
南京,台州,60,723,783
扬州,盐城,22,221,243
扬州,潍坊,16,172,188
淮安,青岛,19,165,184
常州,台州,52,528,580
常州,昆明,114,1166,1280
无锡,大理州,12,87,99
苏州,东莞,74,621,695
苏州,保定,39,316,355
苏州,临沂,39,307,346
徐州,嘉兴,56,1019,1075
徐州,衡阳,77,1416,1493
连云港,济宁,23,168,191
连云港,温州,25,179,204
连云港,鹰潭,8,52,60
淮安,银川,12,108,120
淮安,蚌埠,16,165,181
盐城,太原,35,195,230
盐城,深圳,50,299,349
盐城,南充,19,97,116
盐城,大理州,10,46,56
常州,拉萨,10,93,103
南通,包头,11,251,262
南通,上海,228,5467,5695
南通,济宁,19,400,419
南通,义乌,12,281,293
南通,荆州,8,168,176
合肥,烟台,69,748,817
合肥,衡阳,90,984,1074
合肥,深圳,211,2316,2527
安庆,廊坊,22,230,252
安庆,常德,31,319,350
蚌埠,唐山,45,469,514
蚌埠,保定,50,528,578
蚌埠,上海,236,2676,2912
蚌埠,苏州,107,1143,1250
蚌埠,临沂,50,530,580
蚌埠,台州,39,386,425
蚌埠,泉州,61,652,713
蚌埠,东莞,102,1096,1198
蚌埠,盐城,32,327,359
蚌埠,义乌,17,160,177
芜湖,长春,51,568,619
芜湖,天津,63,752,815
芜湖,漯河,32,361,393
芜湖,大连,22,265,287
芜湖,南充,27,314,341
安庆,深圳,113,1237,1350
济南,侯马,117,1220,1337
济南,合肥,137,1517,1654
济南,兰州,204,2274,2478
济南,泉州,59,690,749
潍坊,杭州,24,355,379
潍坊,东莞,14,198,212
潍坊,银川,12,165,177
潍坊,无锡,11,155,166
潍坊,合肥,17,243,260
潍坊,金华,9,134,143
青岛,长春,32,474,506
青岛,福州,27,360,387
青岛,深圳,28,398,426
青岛,蚌埠,14,196,210
青岛,泉州,12,148,160
青岛,洛阳,14,192,206
青岛,海口,11,135,146
济宁,石家庄,28,589,617
济宁,苏州,18,369,387
济宁,中山,16,300,316
临沂,金华,11,126,137
临沂,成都,50,600,650
临沂,大连,11,134,145
杭州,无锡,236,555,791
杭州,连云港,98,224,322
杭州,淮安,67,151,218
杭州,南通,171,404,575
杭州,潍坊,170,399,569
杭州,济宁,158,373,531
杭州,义乌,135,308,443
杭州,赣州,116,267,383
杭州,重庆,341,825,1166
杭州,拉萨,39,92,131
湖州,扬州,25,65,90
湖州,临沂,57,154,211
湖州,义乌,30,77,107
湖州,重庆,144,398,542
嘉兴,唐山,32,96,128
嘉兴,保定,38,118,156
嘉兴,连云港,30,90,120
嘉兴,泉州,54,175,229
宁波,临沂,62,514,576
宁波,常德,51,419,470
宁波,深圳,163,1401,1564
宁波,义乌,40,329,369
宁波,喀什,4,27,31
台州,潍坊,100,366,466
台州,重庆,196,734,930
金华,赣州,128,965,1093
金华,重庆,352,2757,3109
金华,常德,116,884,1000
金华,西宁,41,293,334
金华,拉萨,33,223,256
温州,苏州,194,849,1043
温州,重庆,144,622,766
温州,大连,44,179,223
温州,盐城,56,232,288
温州,临沂,61,259,320
温州,拉萨,15,55,70
南昌,厦门,107,1359,1466
南昌,南充,73,796,869
南昌,大连,40,397,437
南昌,连云港,26,308,334
南昌,常德,44,541,585
鹰潭,锦州,9,62,71
鹰潭,长春,20,187,207
鹰潭,天津,24,219,243
鹰潭,泉州,11,99,110
鹰潭,武汉,30,290,320
鹰潭,唐山,7,61,68
鹰潭,潍坊,7,66,73
鹰潭,汕头,12,107,119
福州,苏州,66,875,941
福州,宁波,54,745,799
福州,太原,73,776,849
福州,衡阳,43,532,575
福州,成都,133,1782,1915
福州,蚌埠,37,453,490
福州,烟台,26,292,318
福州,临沂,25,262,287
福州,南通,25,335,360
福州,湖州,16,204,220
厦门,太原,25,783,808
厦门,北京,54,1878,1932
厦门,南宁,38,1188,1226
泉州,南通,16,434,450
泉州,廊坊,8,220,228
泉州,连云港,8,248,256
泉州,义乌,7,210,217
泉州,西宁,8,242,250
厦门,蚌埠,21,598,619
厦门,台州,18,513,531
厦门,柳州,17,447,464
厦门,南充,16,480,496
厦门,嘉兴,18,519,537
重庆,上海,73,2949,3022
重庆,南通,13,469,482
重庆,拉萨,4,120,124
长沙,无锡,64,959,1023
长沙,芜湖,48,686,734
长沙,济宁,46,714,760
长沙,喀什,8,79,87
长沙,义乌,33,457,490
常德,无锡,8,126,134
衡阳,太原,24,637,661
衡阳,保定,9,239,248
衡阳,柳州,21,499,520
衡阳,大理州,12,329,341
武汉,大连,48,1044,1092
武汉,连云港,23,474,497
武汉,荆州,50,875,925
荆州,南京,19,169,188
荆州,宁波,16,150,166
荆州,厦门,17,146,163
荆州,汕头,20,154,174
荆州,贵阳,22,208,230
荆州,昆明,21,182,203
荆州,信阳,13,107,120
荆州,衡阳,12,106,118
荆州,漯河,12,94,106
襄阳,太原,23,509,532
襄阳,保定,8,128,136
襄阳,大连,8,147,155
襄阳,盐城,6,110,116
襄阳,蚌埠,8,156,164
襄阳,芜湖,8,137,145
襄阳,湖州,5,103,108
襄阳,长沙,25,474,499
郑州,苏州,149,2793,2942
郑州,唐山,72,1282,1354
郑州,保定,92,1611,1703
郑州,无锡,78,1377,1455
郑州,包头,38,706,744
郑州,义乌,26,448,474
洛阳,保定,47,474,521
洛阳,大连,32,322,354
洛阳,温州,39,445,484
洛阳,赣州,22,248,270
洛阳,重庆,82,974,1056
洛阳,东莞,65,777,842
洛阳,海口,23,146,169
洛阳,大理州,18,99,117
洛阳,扬州,16,161,177
漯河,北京,68,1873,1941
漯河,南充,18,421,439
漯河,太原,37,1007,1044
漯河,侯马,22,554,576
漯河,衡阳,16,424,440
信阳,呼和浩特,34,441,475
信阳,沈阳,62,852,914
信阳,徐州,24,305,329
信阳,兰州,29,381,410
信阳,杭州,36,513,549
信阳,福州,35,420,455
信阳,厦门,23,280,303
信阳,重庆,33,485,518
信阳,漯河,31,377,408
信阳,汕头,22,285,307
信阳,南充,19,231,250
郑州,扬州,32,599,631
郑州,内江,16,281,297
郑州,大理州,32,525,557
广州,侯马,74,683,757
广州,唐山,44,415,459
广州,长春,155,1495,1650
广州,苏州,124,1235,1359
广州,青岛,114,1163,1277
广州,衡阳,98,1027,1125
广州,海口,159,1597,1756
广州,大理州,51,478,529
广州,东莞,237,2722,2959
广州,济宁,42,402,444
广州,台州,49,469,518
广州,芜湖,40,377,417
汕头,保定,23,157,180
汕头,长春,33,251,284
汕头,蚌埠,18,128,146
汕头,鹰潭,10,76,86
汕头,西宁,8,48,56
广州,烟台,45,451,496
湛江,太原,10,246,256
湛江,北京,19,470,489
湛江,沈阳,15,371,386
湛江,上海,21,544,565
湛江,泉州,9,227,236
湛江,长沙,24,590,614
湛江,保定,5,104,109
湛江,潍坊,4,97,101
湛江,嘉兴,5,127,132
中山,苏州,40,541,581
中山,包头,8,88,96
中山,侯马,27,282,309
中山,廊坊,11,118,129
贵阳,金华,9,191,200
贵阳,福州,13,305,318
贵阳,成都,31,791,822
海口,上海,8,114,122
海口,苏州,4,51,55
海口,济南,5,73,78
海口,南昌,6,79,85
海口,福州,5,66,71
海口,昆明,5,77,82
成都,银川,40,902,942
成都,西宁,8,199,207
成都,太原,51,1164,1215
成都,南京,47,1159,1206
成都,海口,56,1443,1499
成都,大连,21,439,460
成都,锦州,25,598,623
成都,安庆,14,342,356
成都,临沂,17,408,425
成都,漯河,32,682,714
昆明,北京,60,1221,1281
昆明,沈阳,37,721,758
昆明,长春,23,466,489
昆明,苏州,21,422,443
昆明,济南,30,598,628
昆明,青岛,19,376,395
昆明,深圳,37,819,856
昆明,漯河,12,186,198
西安,南充,39,1329,1368
西安,包头,12,430,442
西安,长春,37,1707,1744
西安,海口,31,1685,1716
呼和浩特,银川,10,272,282
呼和浩特,呼和浩特,56,1577,1633
厦门,芜湖,12,378,390
柳州,广州,28,1344,1372
呼和浩特,石家庄,13,331,344
呼和浩特,北京,25,743,768
呼和浩特,锦州,8,216,224
呼和浩特,长春,12,328,340
呼和浩特,南昌,6,149,155
呼和浩特,合肥,5,141,146
天津,芜湖,7,238,245
天津,内江,3,59,62
沈阳,内江,4,27,31
长春,乌鲁木齐,10,319,329
长春,台州,5,124,129
长春,金华,6,153,159
哈尔滨,包头,6,200,206
芜湖,连云港,9,106,115
芜湖,台州,16,200,216
芜湖,襄阳,16,199,215
济南,鹰潭,20,236,256
青岛,大连,13,192,205
青岛,赣州,6,83,89
青岛,常德,8,102,110
青岛,衡阳,11,137,148
福州,包头,10,143,153
厦门,廊坊,6,161,167
厦门,常德,10,321,331
衡阳,大连,7,211,218
常德,常德,8,194,202
常德,中山,12,204,216
漯河,连云港,7,185,192
信阳,鹰潭,7,72,79
广州,盐城,29,286,315
广州,湖州,25,256,281
中山,大理州,14,159,173
汕头,淮安,4,27,31
中山,淮安,6,69,75
中山,鹰潭,8,107,115
南宁,北京,32,2635,2667
南宁,汕头,18,1399,1417
南宁,中山,25,1944,1969
柳州,汕头,5,191,196
柳州,中山,7,325,332
贵阳,侯马,4,88,92
贵阳,蚌埠,4,102,106
贵阳,湛江,4,91,95
南充,太原,10,150,160
南充,南京,9,101,110
南充,济南,14,199,213
南充,中山,11,148,159
南充,南充,17,306,323
大理州,上海,10,440,450
西安,连云港,8,294,302
西安,安庆,19,751,770
义乌,嘉兴,245,2005,2250
兰州,兰州,65,1495,1560
乌鲁木齐,喀什,6,235,241
廊坊,阿克苏,8,68,76
大连,长春,26,292,318
上海,天津,103,1601,1704
上海,北京,232,3605,3837
上海,成都,203,3064,3267
上海,南充,35,508,543
上海,昆明,92,1390,1482
烟台,锦州,4,88,92
烟台,武汉,18,469,487
烟台,中山,8,174,182
义乌,太原,444,3653,4097
义乌,侯马,255,2096,2351
义乌,常州,301,2485,2786
义乌,芜湖,184,1511,1695
义乌,安庆,166,1369,1535
义乌,郑州,1040,8579,9619
义乌,洛阳,315,2600,2915
义乌,成都,683,5615,6298
义乌,西安,636,5239,5875
赣州,杭州,8,534,542
赣州,厦门,5,361,366
赣州,中山,8,495,503
赣州,湛江,4,225,229
常德,石家庄,8,131,139
常德,合肥,7,119,126
衡阳,鹰潭,6,146,152
荆州,襄阳,5,48,53
荆州,湛江,9,91,100
深圳,沈阳,134,423,557
深圳,襄阳,33,102,135
深圳,信阳,62,196,258
深圳,阿克苏,30,93,123
东莞,北京,198,1070,1268
东莞,青岛,93,497,590
东莞,杭州,105,568,673
东莞,福州,151,803,954
湛江,锦州,3,69,72
海口,海口,8,140,148
南充,侯马,5,76,81
昆明,芜湖,8,123,131
兰州,西宁,25,432,457
兰州,乌鲁木齐,24,530,554
呼和浩特,芜湖,2,45,47
呼和浩特,嘉兴,2,67,69
呼和浩特,金华,3,69,72
包头,廊坊,1,5,6
包头,无锡,1,6,7
包头,扬州,1,2,3
包头,台州,1,5,6
包头,温州,1,7,8
包头,武汉,1,17,18
包头,襄阳,1,2,3
包头,漯河,1,5,6
包头,广州,2,36,38
包头,湛江,1,2,3
包头,柳州,1,3,4
包头,海口,1,4,5
太原,唐山,5,256,261
太原,大连,3,166,169
太原,安庆,2,121,123
太原,济宁,5,229,234
太原,金华,3,149,152
太原,荆州,2,68,70
太原,海口,4,198,202
太原,内江,1,27,28
太原,昆明,5,273,278
太原,阿克苏,2,55,57
太原,拉萨,1,26,27
侯马,呼和浩特,2,168,170
侯马,石家庄,3,288,291
侯马,常州,1,84,85
侯马,济南,4,370,374
侯马,义乌,1,35,36
侯马,温州,1,100,101
侯马,南昌,2,188,190
侯马,赣州,1,52,53
侯马,襄阳,1,57,58
侯马,汕头,2,131,133
唐山,扬州,2,16,18
唐山,义乌,2,18,20
唐山,衡阳,2,26,28
唐山,荆州,1,10,11
唐山,乌鲁木齐,4,49,53
唐山,喀什,1,2,3
廊坊,义乌,3,26,29
廊坊,喀什,2,17,19
北京,廊坊,11,252,263
北京,连云港,6,141,147
大连,太原,8,90,98
大连,北京,22,266,288
大连,徐州,3,37,40
大连,盐城,2,17,19
大连,济宁,3,32,35
大连,赣州,2,15,17
大连,柳州,3,27,30
大连,大理州,1,12,13
大连,西安,8,94,102
锦州,蚌埠,1,18,19
锦州,南昌,2,36,38
锦州,赣州,1,8,9
锦州,衡阳,1,14,15
锦州,洛阳,1,30,31
长春,荆州,2,31,33
长春,宝鸡,2,42,44
哈尔滨,义乌,5,152,157
哈尔滨,内江,2,34,36
上海,廊坊,17,264,281
上海,淮安,13,196,209
上海,温州,68,1059,1127
上海,重庆,107,1670,1777
上海,常德,20,298,318
上海,荆州,13,199,212
徐州,喀什,2,35,37
淮安,廊坊,3,35,38
淮安,西宁,3,35,38
蚌埠,喀什,2,12,14
芜湖,内江,4,57,61
潍坊,连云港,4,63,67
潍坊,义乌,3,46,49
烟台,保定,4,104,108
烟台,大连,6,151,157
烟台,上海,27,712,739
烟台,南昌,9,231,240
烟台,成都,15,377,392
烟台,内江,1,15,16
烟台,乌鲁木齐,3,59,62
青岛,淮安,3,51,54
济宁,南通,6,130,136
济宁,内江,2,35,37
临沂,湖州,5,59,64
临沂,柳州,3,39,42
临沂,昆明,9,109,118
湖州,内江,13,36,49
义乌,大连,144,1190,1334
义乌,苏州,573,4741,5314
义乌,淮安,88,726,814
义乌,南通,211,1745,1956
义乌,临沂,248,2051,2299
义乌,泉州,289,2392,2681
义乌,内江,32,259,291
鹰潭,扬州,3,25,28
鹰潭,南通,4,42,46
赣州,上海,10,775,785
赣州,芜湖,2,139,141
赣州,义乌,2,92,94
赣州,常德,2,137,139
赣州,大理州,2,157,159
常德,海口,10,185,195
常德,乌鲁木齐,3,41,44
衡阳,廊坊,4,124,128
衡阳,烟台,6,188,194
衡阳,喀什,1,17,18
武汉,内江,12,288,300
荆州,义乌,4,34,38
荆州,赣州,6,64,70
襄阳,西宁,1,19,20
漯河,拉萨,3,81,84
洛阳,拉萨,4,24,28
深圳,唐山,27,85,112
深圳,上海,209,679,888
深圳,盐城,39,124,163
深圳,芜湖,29,92,121
深圳,嘉兴,44,142,186
深圳,台州,54,174,228
深圳,鹰潭,20,64,84
东莞,唐山,34,181,215
东莞,泉州,79,428,507
湛江,廊坊,2,54,56
湛江,淮安,2,38,40
湛江,扬州,2,55,57
中山,喀什,2,30,32
南宁,盐城,4,273,277
南宁,潍坊,4,332,336
南宁,临沂,4,275,279
南宁,内江,2,141,143
南宁,西宁,1,75,76
柳州,侯马,1,39,40
柳州,徐州,2,57,59
柳州,南通,1,37,38
柳州,芜湖,1,36,37
柳州,安庆,1,36,37
柳州,鹰潭,1,21,22
柳州,信阳,2,75,77
海口,蚌埠,2,25,27
海口,济宁,1,14,15
海口,湖州,1,12,13
海口,泉州,3,33,36
海口,信阳,2,33,35
海口,南充,2,30,32
海口,内江,1,6,7
海口,宝鸡,1,6,7
海口,西宁,1,5,6
成都,鹰潭,8,214,222
南充,湖州,3,32,35
南充,宝鸡,2,33,35
内江,南京,2,77,79
内江,合肥,2,87,89
内江,临沂,1,30,31
内江,义乌,1,18,19
内江,长沙,4,157,161
内江,常德,1,36,37
内江,昆明,3,130,133
内江,大理州,1,28,29
内江,宝鸡,1,9,10
内江,银川,1,32,33
内江,阿克苏,1,3,4
昆明,唐山,5,112,117
昆明,连云港,3,55,58
大理州,淮安,1,11,12
大理州,芜湖,1,30,31
大理州,湖州,1,24,25
大理州,温州,2,57,59
大理州,鹰潭,1,16,17
大理州,兰州,2,58,60
大理州,乌鲁木齐,2,42,44
大理州,喀什,1,2,3
宝鸡,唐山,1,68,69
宝鸡,廊坊,1,61,62
宝鸡,长春,2,240,242
宝鸡,济宁,1,71,72
宝鸡,常德,1,59,60
宝鸡,漯河,1,140,141
宝鸡,广州,7,1394,1401
宝鸡,湛江,1,160,161
宝鸡,昆明,2,235,237
宝鸡,乌鲁木齐,1,97,98
宝鸡,喀什,1,3,4
兰州,唐山,1,32,33
兰州,长春,4,114,118
兰州,常州,3,81,84
兰州,苏州,5,158,163
兰州,杭州,7,224,231
兰州,嘉兴,2,52,54
兰州,福州,6,162,168
兰州,荆州,1,15,16
兰州,洛阳,2,51,53
兰州,海口,3,71,74
兰州,昆明,5,153,158
银川,侯马,3,28,31
银川,蚌埠,2,21,23
银川,青岛,3,41,44
银川,临沂,1,13,14
银川,杭州,5,79,84
银川,宁波,3,31,34
银川,衡阳,2,21,23
银川,南宁,4,39,43
银川,南充,2,22,24
银川,昆明,4,46,50
银川,兰州,9,192,201
银川,乌鲁木齐,6,147,153
西宁,太原,2,52,54
西宁,盐城,1,7,8
西宁,济宁,1,15,16
西宁,汕头,1,10,11
西宁,深圳,2,42,44
乌鲁木齐,包头,1,17,18
乌鲁木齐,盐城,1,22,23
乌鲁木齐,青岛,3,132,135
乌鲁木齐,嘉兴,2,73,75
乌鲁木齐,重庆,5,277,282
乌鲁木齐,信阳,2,129,131
乌鲁木齐,广州,10,585,595
乌鲁木齐,贵阳,2,110,112
乌鲁木齐,海口,1,50,51
乌鲁木齐,大理州,1,26,27
阿克苏,保定,1,5,6
阿克苏,无锡,1,10,11
阿克苏,苏州,1,20,21
阿克苏,淮安,1,2,3
阿克苏,嘉兴,1,9,10
阿克苏,赣州,1,6,7
阿克苏,昆明,1,20,21
阿克苏,西安,1,90,91
