收寄城市,寄达城市,流量_集包,流量_大件,总流量
盐城,无锡,59,322,381
盐城,南通,46,248,294
常州,常州,58,522,580
安庆,合肥,150,1570,1720
济南,济南,585,6441,7026
台州,嘉兴,135,463,598
福州,福州,155,2171,2326
泉州,厦门,97,2953,3050
长沙,衡阳,236,3480,3716
湛江,广州,82,2036,2118
石家庄,合肥,130,1486,1616
石家庄,杭州,129,1538,1667
石家庄,锦州,60,668,728
石家庄,南宁,152,1786,1938
石家庄,蚌埠,80,936,1016
石家庄,银川,85,948,1033
石家庄,乌鲁木齐,90,1075,1165
天津,北京,109,4476,4585
天津,沈阳,81,2928,3009
天津,济南,87,3673,3760
唐山,石家庄,27,315,342
唐山,广州,17,211,228
廊坊,南京,22,207,229
廊坊,合肥,23,204,227
廊坊,中山,20,159,179
保定,侯马,50,351,401
保定,汕头,31,234,265
保定,拉萨,21,170,191
沈阳,天津,179,1530,1709
沈阳,青岛,74,645,719
沈阳,信阳,36,269,305
沈阳,汕头,40,283,323
沈阳,兰州,66,526,592
长春,锦州,19,419,438
长春,漯河,11,215,226
哈尔滨,哈尔滨,288,10701,10989
南京,侯马,67,713,780
南京,长春,128,1498,1626
南京,青岛,129,1504,1633
南京,长沙,191,2327,2518
南京,信阳,82,921,1003
南京,南宁,130,1572,1702
南京,成都,286,3508,3794
扬州,厦门,31,320,351
扬州,广州,117,1279,1396
常州,信阳,101,986,1087
常州,漯河,102,974,1076
无锡,厦门,45,341,386
无锡,天津,98,772,870
无锡,长春,101,760,861
无锡,柳州,27,201,228
常州,沈阳,249,2502,2751
苏州,厦门,78,613,691
苏州,南充,54,392,446
苏州,昆明,105,846,951
苏州,西安,192,1512,1704
苏州,安庆,47,368,415
徐州,合肥,172,3292,3464
徐州,济南,308,5557,5865
徐州,杭州,177,3397,3574
徐州,郑州,264,4939,5203
徐州,宁波,105,1950,2055
连云港,长沙,61,432,493
连云港,西安,84,582,666
淮安,郑州,31,295,326
徐州,太原,139,2581,2720
盐城,南昌,48,256,304
盐城,芜湖,22,109,131
扬州,长春,49,488,537
扬州,福州,44,465,509
扬州,襄阳,16,141,157
扬州,湛江,15,165,180
扬州,成都,97,1036,1133
南通,呼和浩特,45,991,1036
南通,哈尔滨,50,1090,1140
南通,北京,51,1156,1207
南通,福州,60,1342,1402
南通,汕头,33,678,711
南通,湛江,26,558,584
南通,南充,19,410,429
合肥,沈阳,303,3201,3504
合肥,南京,178,1938,2116
合肥,徐州,139,1445,1584
合肥,安庆,116,1147,1263
合肥,金华,87,865,952
安庆,哈尔滨,137,1342,1479
安庆,太原,111,1138,1249
蚌埠,郑州,210,2217,2427
蚌埠,南京,99,985,1084
蚌埠,徐州,93,914,1007
蚌埠,呼和浩特,88,920,1008
蚌埠,长春,175,1916,2091
芜湖,锦州,20,225,245
芜湖,石家庄,66,774,840
芜湖,西安,109,1340,1449
安庆,大理州,29,271,300
潍坊,广州,51,819,870
潍坊,石家庄,31,427,458
潍坊,贵阳,27,404,431
潍坊,西安,48,726,774
青岛,济南,90,1239,1329
济宁,广州,52,1147,1199
济南,沈阳,330,3827,4157
临沂,锦州,11,129,140
临沂,天津,38,469,507
临沂,杭州,26,296,322
天津,锦州,17,540,557
杭州,石家庄,450,1052,1502
杭州,合肥,436,1014,1450
杭州,信阳,283,652,935
杭州,阿克苏,63,158,221
湖州,合肥,142,383,525
湖州,中山,121,320,441
湖州,柳州,79,207,286
湖州,成都,298,814,1112
湖州,西安,345,933,1278
湖州,兰州,129,353,482
嘉兴,长春,101,299,400
嘉兴,哈尔滨,121,348,469
嘉兴,南京,121,377,498
嘉兴,芜湖,40,115,155
嘉兴,长沙,175,548,723
嘉兴,洛阳,55,160,215
嘉兴,南充,44,124,168
嘉兴,呼和浩特,55,157,212
嘉兴,昆明,98,300,398
宁波,太原,135,1087,1222
宁波,汕头,109,874,983
宁波,湛江,65,522,587
宁波,西安,253,2038,2291
宁波,兰州,97,759,856
台州,沈阳,290,1007,1297
台州,蚌埠,164,596,760
台州,芜湖,94,328,422
台州,洛阳,113,397,510
台州,南宁,250,922,1172
台州,大理州,67,235,302
金华,南京,467,3638,4105
金华,长沙,601,4569,5170
金华,武汉,673,5051,5724
温州,呼和浩特,76,281,357
温州,武汉,304,1191,1495
温州,郑州,264,1082,1346
温州,汕头,131,545,676
温州,贵阳,214,836,1050
温州,蚌埠,110,440,550
温州,长春,143,545,688
温州,海口,78,315,393
南昌,信阳,104,1051,1155
南昌,中山,130,1506,1636
南昌,成都,278,3469,3747
南昌,杭州,154,2294,2448
福州,天津,80,975,1055
福州,合肥,67,873,940
泉州,杭州,53,1651,1704
泉州,锦州,12,353,365
泉州,侯马,23,631,654
泉州,南昌,58,1826,1884
重庆,银川,30,1000,1030
重庆,锦州,17,690,707
重庆,太原,37,1225,1262
重庆,石家庄,33,1201,1234
重庆,长春,53,1901,1954
重庆,蚌埠,16,603,619
重庆,郑州,50,1754,1804
重庆,汕头,23,807,830
重庆,贵阳,76,2801,2877
长沙,哈尔滨,158,2440,2598
长沙,锦州,50,707,757
长沙,沈阳,160,2594,2754
长沙,杭州,184,2803,2987
长沙,金华,81,1211,1292
长沙,厦门,117,1867,1984
长沙,广州,677,11299,11976
长沙,中山,178,2743,2921
长沙,湛江,88,1533,1621
长沙,昆明,196,3440,3636
长沙,兰州,126,2009,2135
武汉,石家庄,162,3329,3491
武汉,中山,143,2766,2909
武汉,济南,223,4762,4985
武汉,厦门,119,2520,2639
武汉,洛阳,75,1505,1580
武汉,汕头,101,2036,2137
武汉,南宁,178,3727,3905
洛阳,侯马,63,619,682
洛阳,漯河,67,581,648
洛阳,太原,100,1042,1142
洛阳,青岛,76,744,820
洛阳,襄阳,26,246,272
洛阳,柳州,45,428,473
洛阳,兰州,72,675,747
漯河,贵阳,46,1155,1201
漯河,哈尔滨,52,1469,1521
郑州,南京,135,2454,2589
郑州,常州,83,1465,1548
郑州,南充,94,1555,1649
郑州,乌鲁木齐,66,1277,1343
广州,南宁,395,4148,4543
广州,贵阳,232,2262,2494
广州,天津,153,1502,1655
汕头,徐州,24,159,183
湛江,漯河,10,170,180
中山,石家庄,56,637,693
中山,湛江,55,667,722
海口,广州,20,289,309
成都,石家庄,57,1329,1386
成都,济南,92,2083,2175
西安,广州,303,12508,12811
石家庄,廊坊,63,715,778
石家庄,潍坊,71,836,907
石家庄,温州,70,804,874
石家庄,湖州,25,291,316
天津,保定,20,630,650
天津,常州,15,440,455
天津,苏州,24,897,921
天津,济宁,16,630,646
天津,福州,21,693,714
天津,长沙,27,937,964
天津,海口,12,341,353
唐山,长春,13,162,175
唐山,南京,6,68,74
唐山,徐州,5,64,69
唐山,贵阳,6,71,77
唐山,成都,12,159,171
北京,常州,18,353,371
北京,南昌,38,785,823
廊坊,南通,9,81,90
廊坊,临沂,11,91,102
廊坊,深圳,25,236,261
廊坊,湖州,5,35,40
廊坊,台州,7,59,66
廊坊,赣州,6,54,60
保定,苏州,43,350,393
保定,盐城,13,115,128
保定,包头,10,67,77
北京,侯马,32,650,682
北京,北京,15,533,548
沈阳,武汉,79,595,674
沈阳,宁波,44,338,382
沈阳,南昌,50,354,404
沈阳,长沙,59,448,507
沈阳,衡阳,18,139,157
沈阳,中山,37,259,296
沈阳,南宁,45,349,394
沈阳,大理州,14,100,114
长春,侯马,12,274,286
长春,福州,11,273,284
长春,武汉,17,402,419
长春,汕头,8,200,208
长春,中山,12,235,247
哈尔滨,唐山,17,487,504
哈尔滨,锦州,16,456,472
哈尔滨,宁波,16,439,455
哈尔滨,南昌,14,442,456
哈尔滨,长沙,23,663,686
哈尔滨,武汉,26,810,836
哈尔滨,南宁,17,459,476
南京,赣州,35,393,428
南京,大理州,27,303,330
南京,宝鸡,13,137,150
扬州,保定,19,206,225
扬州,临沂,15,169,184
扬州,湖州,12,127,139
扬州,兰州,48,506,554
淮安,北京,39,435,474
淮安,济南,29,301,330
淮安,重庆,19,177,196
淮安,成都,27,284,311
常州,保定,60,608,668
无锡,廊坊,15,120,135
无锡,荆州,11,79,90
苏州,台州,57,469,526
苏州,廊坊,24,183,207
苏州,赣州,30,236,266
苏州,喀什,8,51,59
徐州,保定,70,1298,1368
徐州,常德,54,946,1000
连云港,大连,24,174,198
连云港,潍坊,22,160,182
连云港,义乌,7,48,55
连云港,赣州,14,89,103
连云港,常德,14,88,102
连云港,乌鲁木齐,9,58,67
淮安,长春,14,138,152
淮安,拉萨,8,74,82
淮安,侯马,8,73,81
淮安,保定,8,64,72
淮安,湖州,10,86,96
淮安,嘉兴,15,172,187
淮安,济宁,7,59,66
淮安,临沂,6,64,70
淮安,襄阳,7,59,66
徐州,宝鸡,19,344,363
盐城,上海,205,1287,1492
盐城,湖州,16,76,92
盐城,重庆,36,207,243
扬州,鹰潭,9,84,93
扬州,宝鸡,5,53,58
南通,唐山,13,277,290
南通,大连,14,304,318
南通,鹰潭,9,204,213
南通,重庆,45,998,1043
南通,内江,4,71,75
合肥,唐山,63,687,750
合肥,无锡,85,903,988
合肥,嘉兴,64,683,747
合肥,义乌,27,278,305
合肥,大理州,33,355,388
合肥,银川,94,1024,1118
安庆,唐山,35,333,368
安庆,大连,39,391,430
安庆,上海,209,2366,2575
安庆,淮安,18,196,214
安庆,泉州,58,589,647
安庆,衡阳,48,493,541
蚌埠,烟台,47,500,547
蚌埠,济宁,49,484,533
蚌埠,赣州,43,422,465
蚌埠,衡阳,66,689,755
蚌埠,襄阳,40,426,466
蚌埠,深圳,127,1358,1485
蚌埠,连云港,25,252,277
蚌埠,扬州,25,244,269
蚌埠,蚌埠,55,484,539
芜湖,杭州,56,673,729
芜湖,衡阳,31,343,374
芜湖,安庆,32,385,417
安庆,西宁,6,56,62
济南,包头,56,630,686
济南,唐山,72,807,879
济南,宁波,90,1034,1124
济南,长沙,192,2197,2389
济南,柳州,39,444,483
济南,嘉兴,46,535,581
潍坊,太原,24,373,397
潍坊,北京,82,1398,1480
潍坊,武汉,31,497,528
潍坊,赣州,6,75,81
潍坊,衡阳,7,108,115
青岛,烟台,22,322,344
青岛,郑州,44,618,662
青岛,温州,16,234,250
青岛,漯河,19,233,252
济宁,哈尔滨,39,839,878
济宁,无锡,10,188,198
济宁,宁波,13,265,278
济宁,郑州,34,748,782
临沂,呼和浩特,28,306,334
临沂,合肥,21,237,258
临沂,济南,56,696,752
临沂,宁波,15,172,187
临沂,温州,12,138,150
临沂,洛阳,15,157,172
临沂,深圳,23,280,303
济宁,烟台,11,220,231
临沂,包头,7,82,89
临沂,唐山,10,122,132
临沂,潍坊,13,153,166
临沂,南充,15,154,169
杭州,唐山,119,278,397
杭州,盐城,131,308,439
杭州,宝鸡,44,101,145
湖州,包头,14,36,50
湖州,太原,147,398,545
湖州,上海,191,531,722
湖州,无锡,56,151,207
湖州,金华,88,214,302
湖州,赣州,51,138,189
湖州,襄阳,38,100,138
湖州,宝鸡,22,57,79
嘉兴,扬州,30,92,122
嘉兴,深圳,106,345,451
嘉兴,包头,14,43,57
宁波,苏州,146,1259,1405
宁波,南通,58,471,529
宁波,烟台,55,443,498
金华,唐山,134,1012,1146
温州,上海,409,1802,2211
温州,南通,72,300,372
温州,泉州,121,517,638
温州,深圳,197,868,1065
南昌,南京,112,1457,1569
南昌,宁波,90,1268,1358
南昌,福州,150,2003,2153
南昌,长沙,218,2841,3059
南昌,温州,76,1058,1134
南昌,南通,45,580,625
南昌,芜湖,42,550,592
南昌,嘉兴,49,691,740
鹰潭,青岛,17,148,165
鹰潭,南充,12,98,110
鹰潭,徐州,11,96,107
鹰潭,烟台,7,55,62
鹰潭,阿克苏,4,29,33
福州,哈尔滨,94,1137,1231
福州,青岛,55,761,816
福州,侯马,41,415,456
福州,安庆,23,290,313
福州,荆州,11,141,152
厦门,呼和浩特,18,516,534
厦门,南京,36,1169,1205
厦门,乌鲁木齐,28,966,994
泉州,上海,82,2823,2905
泉州,重庆,44,1454,1498
泉州,洛阳,20,584,604
泉州,保定,16,418,434
泉州,安庆,13,380,393
泉州,大理州,9,278,287
厦门,金华,25,661,686
厦门,漯河,17,444,461
厦门,东莞,49,1600,1649
厦门,侯马,17,419,436
重庆,泉州,20,747,767
重庆,廊坊,7,259,266
重庆,安庆,12,427,439
重庆,嘉兴,13,512,525
重庆,常德,14,556,570
重庆,阿克苏,4,161,165
长沙,保定,60,946,1006
长沙,大连,37,566,603
长沙,重庆,175,2933,3108
长沙,拉萨,18,243,261
长沙,内江,16,251,267
常德,宁波,12,224,236
常德,柳州,7,122,129
常德,昆明,11,206,217
衡阳,长春,24,653,677
衡阳,重庆,31,876,907
衡阳,乌鲁木齐,11,361,372
衡阳,赣州,12,308,320
衡阳,洛阳,12,312,324
衡阳,无锡,11,276,287
衡阳,东莞,37,1102,1139
武汉,宁波,94,2005,2099
武汉,金华,64,1317,1381
武汉,长春,124,2399,2523
武汉,烟台,45,925,970
武汉,湖州,27,560,587
武汉,台州,45,982,1027
荆州,沈阳,21,192,213
荆州,苏州,19,178,197
荆州,合肥,19,157,176
荆州,武汉,39,367,406
武汉,拉萨,21,402,423
襄阳,侯马,13,269,282
襄阳,沈阳,34,728,762
襄阳,徐州,12,210,222
襄阳,安庆,7,119,126
襄阳,宁波,15,298,313
襄阳,金华,11,209,220
襄阳,郑州,27,553,580
襄阳,东莞,18,384,402
郑州,深圳,171,3244,3415
郑州,赣州,60,1041,1101
洛阳,廊坊,28,257,285
洛阳,上海,159,1795,1954
洛阳,嘉兴,30,331,361
漯河,大连,14,314,328
漯河,上海,54,1526,1580
漯河,临沂,15,350,365
漯河,南通,11,266,277
漯河,汕头,20,461,481
信阳,西安,73,966,1039
郑州,西宁,18,312,330
广州,深圳,412,4943,5355
广州,南充,85,821,906
广州,喀什,23,205,228
广州,拉萨,85,802,887
广州,嘉兴,46,457,503
广州,包头,28,278,306
汕头,南通,9,70,79
汕头,泉州,31,273,304
汕头,荆州,7,49,56
湛江,南充,9,180,189
湛江,蚌埠,5,137,142
中山,贵阳,61,749,810
中山,南京,37,507,544
中山,蚌埠,19,225,244
中山,宁波,29,401,430
贵阳,沈阳,12,290,302
贵阳,苏州,12,268,280
贵阳,厦门,9,177,186
贵阳,衡阳,7,156,163
贵阳,贵阳,323,10488,10811
贵阳,西安,14,384,398
海口,哈尔滨,8,128,136
海口,青岛,4,40,44
海口,杭州,6,80,86
海口,宁波,4,34,38
海口,西安,6,81,87
成都,沈阳,79,1907,1986
成都,苏州,49,1275,1324
成都,湖州,10,250,260
成都,嘉兴,19,468,487
成都,台州,18,456,474
成都,温州,29,754,783
成都,汕头,30,683,713
昆明,南昌,26,513,539
昆明,武汉,34,717,751
昆明,汕头,16,322,338
昆明,南通,7,139,146
昆明,烟台,7,145,152
西安,南京,58,2321,2379
西安,合肥,49,1892,1941
西安,宁波,50,1973,2023
西安,中山,79,3153,3232
西安,南宁,79,3076,3155
西安,成都,159,6398,6557
锦州,沈阳,32,692,724
芜湖,常州,22,261,283
信阳,芜湖,11,132,143
南宁,广州,99,7619,7718
南充,武汉,19,245,264
南充,汕头,10,140,150
呼和浩特,唐山,5,100,105
呼和浩特,长沙,8,197,205
呼和浩特,昆明,6,148,154
呼和浩特,青岛,7,213,220
呼和浩特,中山,4,96,100
呼和浩特,南宁,5,142,147
锦州,郑州,4,98,102
太原,石家庄,20,947,967
天津,连云港,6,179,185
天津,扬州,6,200,206
天津,义乌,4,98,102
天津,乌鲁木齐,20,868,888
天津,拉萨,4,119,123
沈阳,常德,13,94,107
长春,芜湖,5,95,100
哈尔滨,泉州,8,259,267
蚌埠,阿克苏,5,46,51
济南,盐城,32,403,435
济南,宝鸡,23,266,289
济南,拉萨,15,169,184
青岛,盐城,7,114,121
青岛,台州,9,136,145
鹰潭,安庆,6,50,56
福州,扬州,15,205,220
福州,阿克苏,7,97,104
衡阳,襄阳,8,210,218
襄阳,烟台,6,96,102
襄阳,临沂,6,90,96
襄阳,银川,5,83,88
漯河,芜湖,9,230,239
信阳,盐城,8,112,120
漯河,义乌,5,123,128
广州,义乌,22,221,243
汕头,内江,4,30,34
中山,安庆,10,138,148
中山,内江,5,50,55
中山,宝鸡,5,58,63
南宁,太原,11,861,872
南宁,天津,15,1123,1138
南宁,信阳,12,773,785
南宁,东莞,27,2127,2154
南宁,湛江,13,919,932
南宁,大理州,7,425,432
柳州,长春,3,84,87
柳州,上海,6,220,226
柳州,福州,4,172,176
贵阳,大连,6,90,96
贵阳,烟台,4,66,70
南充,沈阳,11,247,258
南充,杭州,13,165,178
南充,常州,6,68,74
南充,宁波,7,97,104
大理州,北京,10,389,399
大理州,长春,6,221,227
大理州,天津,8,260,268
大理州,福州,4,140,144
大理州,广州,10,450,460
大理州,深圳,5,216,221
大理州,东莞,4,131,135
大理州,成都,10,453,463
大理州,昆明,26,1126,1152
西安,鹰潭,12,461,473
义乌,上海,1221,10102,11323
义乌,台州,233,1913,2146
呼和浩特,漯河,4,119,123
呼和浩特,信阳,4,118,122
太原,青岛,14,673,687
太原,杭州,7,425,432
侯马,侯马,4,277,281
廊坊,西宁,9,77,86
北京,汕头,12,261,273
大连,锦州,5,58,63
大连,济南,14,143,157
大连,郑州,11,127,138
大连,信阳,4,39,43
上海,锦州,32,488,520
上海,长春,90,1349,1439
上海,安庆,29,429,458
上海,南昌,112,1699,1811
上海,洛阳,48,712,760
烟台,呼和浩特,8,194,202
烟台,南京,10,256,266
烟台,厦门,6,138,144
烟台,洛阳,6,128,134
青岛,柳州,5,53,58
济宁,芜湖,7,121,128
义乌,石家庄,575,4743,5318
义乌,天津,542,4469,5011
义乌,南京,493,4069,4562
义乌,贵阳,443,3629,4072
赣州,天津,8,609,617
赣州,武汉,11,798,809
赣州,郑州,14,940,954
常德,信阳,6,81,87
常德,汕头,7,120,127
衡阳,安庆,8,215,223
深圳,锦州,26,83,109
深圳,天津,83,267,350
深圳,常州,69,221,290
深圳,合肥,74,235,309
深圳,青岛,58,182,240
深圳,杭州,151,488,639
深圳,宁波,87,280,367
深圳,福州,165,530,695
深圳,厦门,113,361,474
深圳,漯河,54,171,225
深圳,西安,157,498,655
深圳,拉萨,53,168,221
东莞,呼和浩特,58,306,364
东莞,天津,127,678,805
东莞,洛阳,55,292,347
东莞,贵阳,154,806,960
东莞,海口,75,406,481
东莞,南充,56,296,352
南宁,锦州,3,196,199
南宁,常州,6,505,511
兰州,中山,7,155,162
兰州,西安,51,1215,1266
银川,西安,17,282,299
乌鲁木齐,漯河,4,141,145
乌鲁木齐,西安,12,593,605
呼和浩特,无锡,3,64,67
呼和浩特,盐城,1,29,30
呼和浩特,南通,2,44,46
呼和浩特,泉州,2,52,54
呼和浩特,荆州,1,22,23
呼和浩特,洛阳,3,96,99
呼和浩特,西宁,1,27,28
呼和浩特,乌鲁木齐,4,119,123
呼和浩特,阿克苏,1,22,23
包头,唐山,1,6,7
包头,北京,3,73,76
包头,连云港,1,5,6
包头,蚌埠,1,4,5
包头,芜湖,1,3,4
包头,鹰潭,1,1,2
包头,厦门,1,5,6
包头,东莞,1,7,8
包头,宝鸡,1,2,3
太原,廊坊,4,212,216
太原,常州,3,143,146
太原,盐城,2,67,69
太原,蚌埠,4,198,202
太原,台州,2,118,120
太原,义乌,1,60,61
太原,东莞,5,297,302
太原,宝鸡,2,76,78
侯马,沈阳,3,282,285
侯马,南京,2,150,152
侯马,盐城,1,39,40
侯马,济宁,1,71,72
侯马,湖州,1,40,41
侯马,重庆,3,217,220
侯马,长沙,4,306,310
侯马,大理州,1,32,33
侯马,银川,1,85,86
侯马,乌鲁木齐,1,54,55
唐山,连云港,2,20,22
唐山,台州,3,30,33
唐山,海口,2,23,25
唐山,拉萨,1,8,9
北京,喀什,1,18,19
大连,扬州,1,12,13
大连,合肥,4,50,54
大连,芜湖,2,16,18
大连,重庆,5,57,62
大连,襄阳,2,18,20
大连,东莞,4,44,48
大连,成都,9,106,115
大连,宝鸡,1,7,8
大连,拉萨,1,8,9
锦州,唐山,2,55,57
锦州,常州,1,20,21
锦州,芜湖,1,11,12
锦州,襄阳,1,10,11
锦州,东莞,1,30,31
锦州,内江,1,2,3
哈尔滨,荆州,2,54,56
哈尔滨,大理州,3,104,107
哈尔滨,宝鸡,2,61,63
上海,包头,30,465,495
上海,无锡,68,1056,1124
上海,南通,48,750,798
上海,泉州,59,915,974
上海,东莞,68,1051,1119
上海,内江,6,89,95
淮安,宝鸡,2,18,20
盐城,喀什,2,11,13
扬州,喀什,3,27,30
潍坊,宝鸡,3,44,47
烟台,扬州,3,59,62
烟台,安庆,3,68,71
烟台,泉州,4,102,106
烟台,重庆,9,224,233
烟台,东莞,8,204,212
烟台,昆明,4,86,90
烟台,兰州,6,153,159
青岛,鹰潭,4,52,56
济宁,廊坊,5,99,104
济宁,扬州,4,77,81
义乌,潍坊,253,2089,2342
义乌,重庆,356,2944,3300
义乌,常德,172,1418,1590
鹰潭,包头,4,38,42
赣州,廊坊,2,119,121
赣州,金华,3,231,234
赣州,洛阳,4,281,285
赣州,阿克苏,1,54,55
常德,保定,3,43,46
常德,连云港,3,41,44
常德,蚌埠,3,58,61
常德,青岛,5,94,99
常德,临沂,2,36,38
衡阳,包头,4,101,105
衡阳,扬州,4,124,128
衡阳,临沂,7,204,211
衡阳,荆州,4,105,109
衡阳,西宁,3,83,86
衡阳,拉萨,3,83,86
荆州,大理州,4,44,48
荆州,宝鸡,2,19,21
荆州,乌鲁木齐,8,86,94
襄阳,济宁,5,104,109
深圳,包头,14,46,60
深圳,廊坊,16,51,67
深圳,蚌埠,43,138,181
深圳,临沂,29,91,120
深圳,温州,85,274,359
深圳,东莞,225,731,956
东莞,包头,16,87,103
东莞,廊坊,24,128,152
东莞,连云港,21,110,131
东莞,扬州,20,108,128
东莞,安庆,28,148,176
东莞,济宁,37,200,237
东莞,湖州,18,97,115
湛江,义乌,2,57,59
湛江,宝鸡,2,42,44
中山,拉萨,7,101,108
南宁,保定,5,358,363
南宁,无锡,6,479,485
柳州,盐城,1,24,25
柳州,赣州,1,51,52
柳州,漯河,2,73,75
柳州,大理州,1,59,60
柳州,西宁,1,11,12
柳州,喀什,1,4,5
贵阳,包头,1,28,29
贵阳,唐山,2,52,54
贵阳,湖州,3,77,80
贵阳,义乌,3,82,85
贵阳,内江,2,30,32
海口,呼和浩特,2,20,22
海口,无锡,2,26,28
海口,南通,2,21,23
海口,临沂,1,11,12
海口,义乌,1,14,15
海口,常德,2,23,25
海口,衡阳,2,32,34
成都,荆州,7,194,201
南充,唐山,3,47,50
南充,蚌埠,4,61,65
南充,芜湖,3,41,44
南充,烟台,3,42,45
南充,嘉兴,4,56,60
南充,金华,5,72,77
南充,衡阳,5,70,75
南充,阿克苏,1,6,7
内江,徐州,2,49,51
内江,连云港,1,19,20
内江,青岛,2,78,80
内江,济宁,1,24,25
内江,杭州,3,109,112
内江,泉州,2,61,63
内江,武汉,4,177,181
内江,汕头,3,97,100
内江,东莞,3,103,106
内江,西宁,1,4,5
昆明,廊坊,4,70,74
昆明,淮安,2,39,41
昆明,扬州,4,85,89
大理州,唐山,2,45,47
大理州,金华,2,50,52
大理州,义乌,1,18,19
大理州,衡阳,2,62,64
大理州,襄阳,1,25,26
大理州,漯河,2,44,46
大理州,汕头,2,79,81
大理州,阿克苏,1,8,9
西安,淮安,6,243,249
宝鸡,侯马,1,121,122
宝鸡,石家庄,2,276,278
宝鸡,大连,1,113,114
宝鸡,扬州,1,77,78
宝鸡,南通,1,83,84
宝鸡,芜湖,1,96,97
宝鸡,潍坊,1,96,97
宝鸡,烟台,1,85,86
宝鸡,临沂,1,63,64
宝鸡,湖州,1,62,63
宝鸡,赣州,1,97,98
宝鸡,厦门,1,194,195
宝鸡,长沙,3,497,500
宝鸡,柳州,1,124,125
宝鸡,海口,1,189,190
宝鸡,银川,1,149,150
宝鸡,阿克苏,1,13,14
兰州,盐城,1,21,22
兰州,湖州,1,26,27
兰州,襄阳,1,35,36
兰州,柳州,3,68,71
兰州,成都,15,530,545
银川,包头,3,36,39
银川,廊坊,1,13,14
银川,南京,4,48,52
银川,烟台,2,17,19
银川,义乌,2,23,25
银川,福州,5,53,58
银川,洛阳,2,21,23
银川,大理州,1,12,13
银川,宝鸡,1,10,11
西宁,石家庄,2,49,51
西宁,长春,1,31,32
西宁,苏州,1,40,41
西宁,连云港,1,6,7
西宁,济南,2,77,79
西宁,临沂,1,14,15
西宁,宁波,1,21,22
西宁,武汉,2,66,68
西宁,湛江,1,5,6
西宁,昆明,1,33,34
西宁,宝鸡,1,10,11
乌鲁木齐,侯马,1,46,47
乌鲁木齐,廊坊,1,28,29
乌鲁木齐,蚌埠,2,92,94
乌鲁木齐,天津,3,178,181
乌鲁木齐,义乌,1,53,54
乌鲁木齐,南昌,2,97,99
乌鲁木齐,长沙,4,213,217
乌鲁木齐,洛阳,1,60,61
乌鲁木齐,深圳,4,221,225
乌鲁木齐,南宁,2,82,84
阿克苏,廊坊,1,3,4
阿克苏,大连,1,16,17
阿克苏,哈尔滨,1,24,25
阿克苏,安庆,1,4,5
阿克苏,潍坊,1,7,8
阿克苏,青岛,1,23,24
阿克苏,鹰潭,1,4,5
阿克苏,泉州,1,16,17
阿克苏,南宁,1,12,13
阿克苏,内江,1,5,6
喀什,呼和浩特,1,3,4
喀什,台州,1,2,3
喀什,汕头,1,2,3
喀什,南宁,1,8,9
喀什,大理州,1,2,3
喀什,银川,1,10,11
喀什,西宁,1,4,5
拉萨,南京,1,9,10
拉萨,合肥,1,10,11
拉萨,青岛,1,7,8
拉萨,福州,1,10,11
拉萨,银川,1,7,8
拉萨,乌鲁木齐,1,14,15
保定,唐山,56,424,480
保定,天津,140,1170,1310
沈阳,大连,127,1269,1396
沈阳,锦州,115,982,1097
南京,徐州,175,2092,2267
南京,连云港,59,685,744
常州,苏州,214,2098,2312
淮安,徐州,52,524,576
盐城,南京,105,575,680
常州,盐城,62,555,617
南通,南京,114,2536,2650
合肥,合肥,162,1487,1649
杭州,金华,483,1021,1504
湖州,宁波,103,264,367
宁波,湖州,60,413,473
宁波,温州,154,1198,1352
金华,杭州,898,6586,7484
