收寄城市,寄达城市,运量（重量）
锦州,安庆,0.0
锦州,福州,0.0
锦州,厦门,0.0
锦州,泉州,0.0
锦州,南昌,0.0
锦州,鹰潭,0.0
锦州,赣州,0.0
锦州,济南,0.0
锦州,潍坊,0.0
锦州,烟台,0.0
锦州,青岛,0.0
锦州,济宁,0.0
锦州,临沂,0.0
锦州,郑州,0.0
锦州,漯河,0.0
锦州,信阳,0.0
锦州,洛阳,0.0
锦州,武汉,0.0
锦州,荆州,0.0
锦州,襄阳,0.0
锦州,长沙,0.0
锦州,常德,0.0
锦州,衡阳,0.0
锦州,广州,0.0
锦州,汕头,0.0
锦州,深圳,0.0
锦州,东莞,0.0
锦州,湛江,0.0
锦州,中山,0.0
锦州,南宁,0.0
锦州,柳州,0.0
锦州,海口,0.0
锦州,重庆,0.0
锦州,成都,0.0
锦州,南充,0.0
锦州,内江,0.0
锦州,贵阳,0.0
锦州,昆明,0.0
锦州,大理州,0.0
锦州,拉萨,0.0
锦州,西安,0.0
锦州,宝鸡,0.0
锦州,兰州,0.0
锦州,西宁,0.0
锦州,银川,0.0
锦州,乌鲁木齐,0.0
锦州,阿克苏,0.0
锦州,喀什,0.0
长春,北京,16683.573
长春,天津,23375.4774
长春,石家庄,0.0
长春,唐山,0.0
长春,廊坊,0.0
长春,保定,0.0
长春,太原,0.0
长春,侯马,0.0
长春,呼和浩特,0.0
长春,包头,0.0
长春,沈阳,13051.780600000002
长春,大连,0.0
长春,锦州,0.0
长春,长春,0.0
长春,哈尔滨,12647.262200000001
长春,上海,0.0
长春,南京,10651.969
长春,常州,0.0
长春,无锡,0.0
长春,苏州,0.0
长春,徐州,0.0
长春,连云港,0.0
长春,淮安,0.0
长春,盐城,0.0
长春,扬州,0.0
长春,南通,0.0
长春,杭州,0.0
长春,湖州,0.0
长春,嘉兴,0.0
长春,宁波,0.0
长春,台州,0.0
长春,金华,0.0
长春,义乌,0.0
长春,温州,0.0
长春,合肥,0.0
长春,蚌埠,0.0
长春,芜湖,0.0
长春,安庆,0.0
长春,福州,0.0
长春,厦门,0.0
长春,泉州,0.0
长春,南昌,0.0
长春,鹰潭,0.0
长春,赣州,0.0
长春,济南,10307.5124
长春,潍坊,0.0
长春,烟台,0.0
长春,青岛,0.0
长春,济宁,0.0
长春,临沂,0.0
长春,郑州,14357.905200000001
长春,漯河,0.0
长春,信阳,0.0
长春,洛阳,0.0
长春,武汉,0.0
长春,荆州,0.0
长春,襄阳,0.0
长春,长沙,0.0
长春,常德,0.0
长春,衡阳,0.0
长春,广州,0.0
长春,汕头,0.0
长春,深圳,0.0
长春,东莞,0.0
长春,湛江,0.0
长春,中山,0.0
长春,南宁,0.0
长春,柳州,0.0
长春,海口,0.0
长春,重庆,0.0
长春,成都,0.0
长春,南充,0.0
长春,内江,0.0
长春,贵阳,0.0
长春,昆明,0.0
长春,大理州,0.0
长春,拉萨,0.0
长春,西安,0.0
长春,宝鸡,0.0
长春,兰州,0.0
长春,西宁,0.0
长春,银川,0.0
长春,乌鲁木齐,0.0
长春,阿克苏,0.0
长春,喀什,0.0
哈尔滨,北京,21679.828800000003
哈尔滨,天津,13163.549200000001
哈尔滨,石家庄,8583.9774
哈尔滨,唐山,0.0
哈尔滨,廊坊,8836.2662
哈尔滨,保定,0.0
哈尔滨,太原,0.0
哈尔滨,侯马,0.0
哈尔滨,呼和浩特,0.0
哈尔滨,包头,0.0
哈尔滨,沈阳,11382.124200000002
哈尔滨,大连,3135.7632000000003
哈尔滨,锦州,0.0
哈尔滨,长春,8557.923200000001
哈尔滨,哈尔滨,0.0
哈尔滨,上海,0.0
哈尔滨,南京,13745.6944
哈尔滨,常州,0.0
哈尔滨,无锡,0.0
哈尔滨,苏州,0.0
哈尔滨,徐州,0.0
哈尔滨,连云港,0.0
哈尔滨,淮安,0.0
哈尔滨,盐城,0.0
哈尔滨,扬州,0.0
哈尔滨,南通,0.0
哈尔滨,杭州,4223.143
哈尔滨,湖州,0.0
哈尔滨,嘉兴,0.0
哈尔滨,宁波,0.0
哈尔滨,台州,0.0
哈尔滨,金华,0.0
哈尔滨,义乌,0.0
哈尔滨,温州,0.0
哈尔滨,合肥,0.0
哈尔滨,蚌埠,0.0
哈尔滨,芜湖,0.0
哈尔滨,安庆,0.0
哈尔滨,福州,0.0
哈尔滨,厦门,0.0
哈尔滨,泉州,0.0
哈尔滨,南昌,0.0
哈尔滨,鹰潭,0.0
哈尔滨,赣州,0.0
哈尔滨,济南,15007.602
哈尔滨,潍坊,0.0
哈尔滨,烟台,0.0
哈尔滨,青岛,0.0
哈尔滨,济宁,0.0
哈尔滨,临沂,0.0
哈尔滨,郑州,9564.257000000001
哈尔滨,漯河,0.0
哈尔滨,信阳,0.0
哈尔滨,洛阳,0.0
哈尔滨,武汉,9799.1788
哈尔滨,荆州,0.0
哈尔滨,襄阳,0.0
哈尔滨,长沙,0.0
哈尔滨,常德,0.0
哈尔滨,衡阳,0.0
哈尔滨,广州,10169.094600000002
哈尔滨,汕头,0.0
哈尔滨,深圳,0.0
哈尔滨,东莞,0.0
哈尔滨,湛江,0.0
哈尔滨,中山,0.0
哈尔滨,南宁,0.0
哈尔滨,柳州,0.0
哈尔滨,海口,0.0
哈尔滨,重庆,0.0
哈尔滨,成都,0.0
哈尔滨,南充,0.0
哈尔滨,内江,0.0
哈尔滨,贵阳,0.0
哈尔滨,昆明,0.0
哈尔滨,大理州,0.0
哈尔滨,拉萨,0.0
哈尔滨,西安,0.0
哈尔滨,宝鸡,0.0
哈尔滨,兰州,0.0
哈尔滨,西宁,0.0
哈尔滨,银川,0.0
哈尔滨,乌鲁木齐,0.0
哈尔滨,阿克苏,0.0
哈尔滨,喀什,0.0
上海,北京,14582.577800000001
上海,天津,6509.6166
上海,石家庄,5722.2210000000005
上海,唐山,0.0
上海,廊坊,888.8382
上海,保定,0.0
上海,太原,4551.0284
上海,侯马,0.0
上海,呼和浩特,6831.18
上海,包头,0.0
上海,沈阳,8063.555
上海,大连,0.0
上海,锦州,0.0
上海,长春,4568.001200000001
上海,哈尔滨,5958.789000000001
上海,上海,0.0
上海,南京,6817.1674
上海,常州,5177.7080000000005
上海,无锡,7153.006200000001
上海,苏州,7418.3878
上海,徐州,3335.1006000000007
上海,连云港,0.0
上海,淮安,0.0
上海,盐城,0.0
上海,扬州,0.0
上海,南通,8469.256000000001
上海,杭州,14339.6952
上海,湖州,1557.8184
上海,嘉兴,5813.531000000001
上海,宁波,10053.7162
上海,台州,3589.8240000000005
上海,金华,5993.1288
上海,义乌,0.0
上海,温州,4230.122
上海,合肥,7398.323400000001
上海,蚌埠,2344.8198
上海,芜湖,2110.5550000000003
上海,安庆,0.0
上海,福州,10420.4784
上海,厦门,5019.8208
上海,泉州,0.0
上海,南昌,0.0
上海,鹰潭,2426.5922
上海,赣州,0.0
上海,济南,12415.0526
上海,潍坊,0.0
上海,烟台,0.0
上海,青岛,10304.760400000001
上海,济宁,0.0
上海,临沂,0.0
上海,郑州,18340.027400000003
上海,漯河,0.0
上海,信阳,0.0
上海,洛阳,0.0
上海,武汉,11901.393600000001
上海,荆州,0.0
上海,襄阳,0.0
上海,长沙,8992.1278
上海,常德,0.0
上海,衡阳,0.0
上海,广州,16469.920400000003
上海,汕头,4419.852400000001
上海,深圳,7635.679800000001
上海,东莞,0.0
上海,湛江,0.0
上海,中山,3541.0774
上海,南宁,4754.439200000001
上海,柳州,0.0
上海,海口,4190.256
上海,重庆,7649.4296
上海,成都,10363.508200000002
上海,南充,0.0
上海,内江,0.0
上海,贵阳,4576.3562
上海,昆明,5614.7266
上海,大理州,0.0
上海,拉萨,0.0
上海,西安,8300.78
上海,宝鸡,0.0
上海,兰州,7874.8138
上海,西宁,0.0
上海,银川,0.0
上海,乌鲁木齐,9366.464
上海,阿克苏,0.0
上海,喀什,0.0
南京,北京,17827.1864
南京,天津,12652.57
南京,石家庄,11276.3204
南京,唐山,0.0
南京,廊坊,0.0
南京,保定,0.0
南京,太原,7294.7312
南京,侯马,0.0
南京,呼和浩特,11036.2666
南京,包头,0.0
南京,沈阳,16035.698200000003
南京,大连,0.0
南京,锦州,0.0
南京,长春,10454.5156
南京,哈尔滨,12217.8546
南京,上海,32869.398400000005
南京,南京,0.0
南京,常州,45770.4716
南京,无锡,21566.706400000003
南京,苏州,44667.2322
南京,徐州,14785.415800000002
南京,连云港,21693.7544
南京,淮安,16987.2808
南京,盐城,31017.5708
南京,扬州,25578.492599999998
南京,南通,37463.6324
南京,杭州,12952.794800000001
南京,湖州,23871.5982
南京,嘉兴,12394.856800000001
南京,宁波,19325.253
南京,台州,17952.0876
南京,金华,12244.2114
南京,义乌,0.0
南京,温州,28156.858200000002
南京,合肥,16492.4962
南京,蚌埠,13632.5174
南京,芜湖,24113.9154
南京,安庆,11844.6316
南京,福州,9047.065
南京,厦门,13883.7402
南京,泉州,0.0
南京,南昌,0.0
南京,鹰潭,6285.028200000001
南京,赣州,0.0
南京,济南,17994.403000000002
南京,潍坊,0.0
南京,烟台,0.0
南京,青岛,21622.392200000002
南京,济宁,0.0
南京,临沂,0.0
南京,郑州,18462.407
南京,漯河,0.0
南京,信阳,0.0
南京,洛阳,0.0
南京,武汉,15187.229400000002
南京,荆州,0.0
南京,襄阳,0.0
南京,长沙,14684.754200000001
南京,常德,0.0
南京,衡阳,0.0
南京,广州,29638.313800000004
南京,汕头,0.0
南京,深圳,14181.560000000001
南京,东莞,0.0
南京,湛江,0.0
南京,中山,0.0
南京,南宁,6215.4908000000005
南京,柳州,0.0
南京,海口,0.0
南京,重庆,11834.0974
南京,成都,12312.960400000002
南京,南充,0.0
南京,内江,0.0
南京,贵阳,12009.691200000001
南京,昆明,16379.1434
南京,大理州,0.0
南京,拉萨,0.0
南京,西安,8975.9508
南京,宝鸡,0.0
南京,兰州,12132.326200000001
南京,西宁,0.0
南京,银川,0.0
南京,乌鲁木齐,0.0
南京,阿克苏,0.0
南京,喀什,0.0
常州,北京,6807.637200000001
常州,天津,21993.644200000002
常州,石家庄,10748.2398
常州,唐山,0.0
常州,廊坊,0.0
常州,保定,0.0
常州,太原,5454.675000000001
常州,侯马,0.0
常州,呼和浩特,0.0
常州,包头,0.0
常州,沈阳,0.0
常州,大连,0.0
常州,锦州,21831.158000000003
常州,长春,8478.0968
常州,哈尔滨,0.0
常州,上海,12074.228000000001
常州,南京,28255.3082
常州,常州,0.0
常州,无锡,11999.233800000002
常州,苏州,9901.570800000001
常州,徐州,5969.4546
常州,连云港,3777.3354
常州,淮安,977.5202
常州,盐城,2087.994
常州,扬州,1679.5262
常州,南通,5112.390200000001
常州,杭州,19676.239800000003
常州,湖州,0.0
常州,嘉兴,0.0
常州,宁波,4431.3684
常州,台州,0.0
常州,金华,2578.8912
常州,义乌,0.0
常州,温州,0.0
常州,合肥,15993.5836
常州,蚌埠,0.0
常州,芜湖,0.0
常州,安庆,0.0
常州,福州,9121.541000000001
常州,厦门,0.0
常州,泉州,0.0
常州,南昌,0.0
常州,鹰潭,2562.1812
常州,赣州,0.0
常州,济南,19345.595
常州,潍坊,0.0
常州,烟台,0.0
常州,青岛,0.0
常州,济宁,0.0
常州,临沂,0.0
常州,郑州,21740.22
常州,漯河,0.0
常州,信阳,0.0
常州,洛阳,0.0
常州,武汉,11570.7016
常州,荆州,0.0
常州,襄阳,0.0
常州,长沙,10905.995600000002
常州,常德,0.0
常州,衡阳,0.0
常州,广州,27262.6548
常州,汕头,0.0
常州,深圳,5384.349200000001
常州,东莞,0.0
常州,湛江,0.0
常州,中山,0.0
常州,南宁,5812.4872000000005
常州,柳州,0.0
常州,海口,0.0
常州,重庆,8123.430800000001
常州,成都,9690.7248
常州,南充,0.0
常州,内江,0.0
常州,贵阳,0.0
常州,昆明,0.0
常州,大理州,0.0
常州,拉萨,0.0
常州,西安,16499.7454
常州,宝鸡,0.0
常州,兰州,0.0
常州,西宁,0.0
常州,银川,0.0
常州,乌鲁木齐,0.0
常州,阿克苏,0.0
常州,喀什,0.0
无锡,北京,18901.247600000002
无锡,天津,19516.8822
无锡,石家庄,8908.6074
无锡,唐山,0.0
无锡,廊坊,3618.5210000000006
无锡,保定,0.0
无锡,太原,2210.8844
无锡,侯马,0.0
无锡,呼和浩特,0.0
无锡,包头,0.0
无锡,沈阳,13991.4872
无锡,大连,0.0
无锡,锦州,0.0
无锡,长春,13430.581600000001
无锡,哈尔滨,58380.28660000001
无锡,上海,8115.8716
无锡,南京,6469.5026
无锡,常州,7864.7654
无锡,无锡,0.0
无锡,苏州,22199.212
无锡,徐州,4364.7986
无锡,连云港,10104.1386
无锡,淮安,1980.2368000000001
无锡,盐城,6407.1996
无锡,扬州,5124.3624
无锡,南通,4494.9928
无锡,杭州,4591.496800000001
无锡,湖州,3983.166
无锡,嘉兴,4515.049800000001
无锡,宁波,6955.8554
无锡,台州,7933.112800000001
无锡,金华,3072.9494
无锡,义乌,0.0
无锡,温州,1690.053
无锡,合肥,4193.6872
无锡,蚌埠,2224.897
无锡,芜湖,3739.9586000000004
无锡,安庆,4892.995800000001
无锡,福州,2185.2938000000004
无锡,厦门,0.0
无锡,泉州,7444.603
无锡,南昌,0.0
无锡,鹰潭,1225.1406000000002
无锡,赣州,0.0
无锡,济南,6708.636600000001
无锡,潍坊,0.0
无锡,烟台,0.0
无锡,青岛,25654.374200000002
无锡,济宁,0.0
无锡,临沂,0.0
无锡,郑州,8305.2078
无锡,漯河,0.0
无锡,信阳,0.0
无锡,洛阳,0.0
无锡,武汉,5370.8696
无锡,荆州,0.0
无锡,襄阳,0.0
无锡,长沙,3956.9878000000003
无锡,常德,0.0
无锡,衡阳,0.0
无锡,广州,6655.283600000001
无锡,汕头,2927.1038
无锡,深圳,2352.0616
无锡,东莞,0.0
无锡,湛江,0.0
无锡,中山,1315.1366
无锡,南宁,1596.9654
无锡,柳州,0.0
无锡,海口,0.0
无锡,重庆,3033.0834
无锡,成都,4145.5976
无锡,南充,0.0
无锡,内江,0.0
无锡,贵阳,6139.4528
无锡,昆明,6089.717000000001
无锡,大理州,0.0
无锡,拉萨,0.0
无锡,西安,4278.157
无锡,宝鸡,0.0
无锡,兰州,4477.8192
无锡,西宁,0.0
无锡,银川,0.0
无锡,乌鲁木齐,0.0
无锡,阿克苏,0.0
无锡,喀什,0.0
苏州,北京,7479.453600000001
苏州,天津,4825.4988
苏州,石家庄,0.0
苏州,唐山,0.0
苏州,廊坊,0.0
苏州,保定,0.0
苏州,太原,4537.6256
苏州,侯马,0.0
苏州,呼和浩特,0.0
苏州,包头,0.0
苏州,沈阳,4934.1138
苏州,大连,0.0
苏州,锦州,0.0
苏州,长春,3359.7788
苏州,哈尔滨,0.0
苏州,上海,16668.561
苏州,南京,7723.5882
苏州,常州,9537.984400000001
苏州,无锡,25778.4074
苏州,苏州,0.0
苏州,徐州,16018.16
苏州,连云港,1435.8552
苏州,淮安,5550.7996
苏州,盐城,14266.1362
苏州,扬州,4425.7876
苏州,南通,19227.1472
苏州,杭州,14186.7068
苏州,湖州,0.0
苏州,嘉兴,34032.955
苏州,宁波,14468.4514
苏州,台州,0.0
苏州,金华,6900.338
苏州,义乌,0.0
苏州,温州,5453.4304
苏州,合肥,6712.910800000001
苏州,蚌埠,3427.0824000000002
苏州,芜湖,2352.1310000000003
苏州,安庆,0.0
苏州,福州,10817.854000000001
苏州,厦门,8528.807
苏州,泉州,0.0
苏州,南昌,0.0
苏州,鹰潭,2142.2668000000003
苏州,赣州,0.0
苏州,济南,16884.638000000003
苏州,潍坊,0.0
苏州,烟台,0.0
苏州,青岛,0.0
苏州,济宁,0.0
苏州,临沂,0.0
苏州,郑州,11293.9502
苏州,漯河,0.0
苏州,信阳,0.0
苏州,洛阳,0.0
苏州,武汉,8030.087800000001
苏州,荆州,0.0
苏州,襄阳,0.0
苏州,长沙,7735.5604
苏州,常德,0.0
苏州,衡阳,0.0
苏州,广州,11771.229000000001
苏州,汕头,0.0
苏州,深圳,3696.2746000000006
苏州,东莞,0.0
苏州,湛江,0.0
苏州,中山,6042.0762
苏州,南宁,0.0
苏州,柳州,0.0
苏州,海口,0.0
苏州,重庆,5219.6912
苏州,成都,6906.127
苏州,南充,0.0
苏州,内江,0.0
苏州,贵阳,0.0
苏州,昆明,0.0
苏州,大理州,0.0
苏州,拉萨,0.0
苏州,西安,6286.8132000000005
苏州,宝鸡,0.0
苏州,兰州,9808.366600000001
苏州,西宁,0.0
苏州,银川,0.0
苏州,乌鲁木齐,0.0
苏州,阿克苏,0.0
苏州,喀什,0.0
徐州,北京,19627.719
徐州,天津,18973.7406
徐州,石家庄,17829.1898
徐州,唐山,0.0
徐州,廊坊,0.0
徐州,保定,0.0
徐州,太原,8462.4778
徐州,侯马,0.0
徐州,呼和浩特,13030.293000000001
徐州,包头,0.0
徐州,沈阳,26317.079600000005
徐州,大连,0.0
徐州,锦州,12301.1816
徐州,长春,10457.709
徐州,哈尔滨,18423.0518
徐州,上海,19727.8402
徐州,南京,23224.251800000002
徐州,常州,11769.754
徐州,无锡,7208.9872000000005
徐州,苏州,20963.5076
徐州,徐州,0.0
徐州,连云港,9243.4968
徐州,淮安,5922.2774
徐州,盐城,9687.618400000001
徐州,扬州,7342.4044
徐州,南通,12359.922
徐州,杭州,14057.7276
徐州,湖州,0.0
徐州,嘉兴,0.0
徐州,宁波,7863.560600000001
徐州,台州,0.0
徐州,金华,4842.9204
徐州,义乌,0.0
徐州,温州,0.0
徐州,合肥,55054.5858
徐州,蚌埠,13350.334200000001
徐州,芜湖,0.0
徐州,安庆,0.0
徐州,福州,17051.8574
徐州,厦门,20196.1838
徐州,泉州,0.0
徐州,南昌,0.0
徐州,鹰潭,6558.363200000001
徐州,赣州,0.0
徐州,济南,32208.875
徐州,潍坊,0.0
徐州,烟台,0.0
徐州,青岛,19845.752200000003
徐州,济宁,0.0
徐州,临沂,0.0
徐州,郑州,44490.30960000001
徐州,漯河,0.0
徐州,信阳,0.0
徐州,洛阳,0.0
徐州,武汉,31615.6774
徐州,荆州,0.0
徐州,襄阳,0.0
徐州,长沙,26542.0474
徐州,常德,0.0
徐州,衡阳,0.0
徐州,广州,46324.4306
徐州,汕头,0.0
徐州,深圳,0.0
徐州,东莞,0.0
徐州,湛江,0.0
徐州,中山,0.0
徐州,南宁,0.0
徐州,柳州,11966.989000000001
徐州,海口,0.0
徐州,重庆,19433.459000000003
徐州,成都,20896.6676
徐州,南充,0.0
徐州,内江,0.0
徐州,贵阳,14315.4806
徐州,昆明,11177.2134
徐州,大理州,0.0
徐州,拉萨,0.0
徐州,西安,22471.7216
徐州,宝鸡,0.0
徐州,兰州,12930.481800000001
徐州,西宁,0.0
徐州,银川,0.0
徐州,乌鲁木齐,0.0
徐州,阿克苏,0.0
徐州,喀什,0.0
连云港,北京,0.0
连云港,天津,0.0
连云港,石家庄,0.0
连云港,唐山,0.0
连云港,廊坊,0.0
连云港,保定,0.0
连云港,太原,0.0
连云港,侯马,0.0
连云港,呼和浩特,0.0
连云港,包头,0.0
连云港,沈阳,0.0
连云港,大连,0.0
连云港,锦州,0.0
连云港,长春,0.0
连云港,哈尔滨,0.0
连云港,上海,3906.7264000000005
连云港,南京,5316.0712
连云港,常州,2705.5996
连云港,无锡,3201.2346
连云港,苏州,7613.071600000001
连云港,徐州,7046.453800000001
连云港,连云港,0.0
连云港,淮安,335.0504
连云港,盐城,684.2448
连云港,扬州,526.489
连云港,南通,908.972
连云港,杭州,0.0
连云港,湖州,0.0
连云港,嘉兴,0.0
连云港,宁波,0.0
连云港,台州,0.0
连云港,金华,0.0
连云港,义乌,0.0
连云港,温州,0.0
连云港,合肥,13829.1028
连云港,蚌埠,0.0
连云港,芜湖,0.0
连云港,安庆,0.0
连云港,福州,0.0
连云港,厦门,0.0
连云港,泉州,0.0
连云港,南昌,0.0
连云港,鹰潭,0.0
连云港,赣州,0.0
连云港,济南,23972.4504
连云港,潍坊,0.0
连云港,烟台,0.0
连云港,青岛,0.0
连云港,济宁,0.0
连云港,临沂,0.0
连云港,郑州,12122.8654
连云港,漯河,0.0
连云港,信阳,0.0
连云港,洛阳,0.0
连云港,武汉,0.0
连云港,荆州,0.0
连云港,襄阳,0.0
连云港,长沙,0.0
连云港,常德,0.0
连云港,衡阳,0.0
连云港,广州,6774.8196
连云港,汕头,0.0
连云港,深圳,0.0
连云港,东莞,0.0
连云港,湛江,0.0
连云港,中山,0.0
连云港,南宁,0.0
连云港,柳州,0.0
连云港,海口,0.0
连云港,重庆,0.0
连云港,成都,0.0
连云港,南充,0.0
连云港,内江,0.0
连云港,贵阳,0.0
连云港,昆明,0.0
连云港,大理州,0.0
连云港,拉萨,0.0
连云港,西安,0.0
连云港,宝鸡,0.0
连云港,兰州,0.0
连云港,西宁,0.0
连云港,银川,0.0
连云港,乌鲁木齐,0.0
连云港,阿克苏,0.0
连云港,喀什,0.0
淮安,北京,0.0
淮安,天津,0.0
淮安,石家庄,0.0
淮安,唐山,0.0
淮安,廊坊,0.0
淮安,保定,0.0
淮安,太原,0.0
淮安,侯马,0.0
淮安,呼和浩特,0.0
淮安,包头,0.0
淮安,沈阳,0.0
淮安,大连,0.0
淮安,锦州,0.0
淮安,长春,0.0
淮安,哈尔滨,0.0
淮安,上海,3719.0984
淮安,南京,6048.7924
淮安,常州,1899.9098000000001
淮安,无锡,2629.6782000000003
淮安,苏州,7125.9776
淮安,徐州,10098.4042
淮安,连云港,645.4300000000001
淮安,淮安,0.0
淮安,盐城,975.3484000000001
淮安,扬州,699.0458000000001
淮安,南通,1299.4778000000001
淮安,杭州,2576.7194
淮安,湖州,0.0
淮安,嘉兴,0.0
淮安,宁波,1057.1208000000001
淮安,台州,0.0
淮安,金华,0.0
淮安,义乌,0.0
淮安,温州,0.0
淮安,合肥,10256.160000000002
淮安,蚌埠,0.0
淮安,芜湖,0.0
淮安,安庆,0.0
淮安,福州,0.0
淮安,厦门,0.0
淮安,泉州,0.0
淮安,南昌,0.0
淮安,鹰潭,0.0
淮安,赣州,0.0
淮安,济南,2319.6928000000003
淮安,潍坊,0.0
淮安,烟台,0.0
淮安,青岛,0.0
淮安,济宁,0.0
淮安,临沂,0.0
淮安,郑州,7026.575400000001
淮安,漯河,0.0
淮安,信阳,0.0
淮安,洛阳,0.0
淮安,武汉,0.0
淮安,荆州,0.0
淮安,襄阳,0.0
淮安,长沙,0.0
淮安,常德,0.0
淮安,衡阳,0.0
淮安,广州,4008.3624000000004
淮安,汕头,0.0
淮安,深圳,0.0
淮安,东莞,0.0
淮安,湛江,0.0
淮安,中山,0.0
淮安,南宁,0.0
淮安,柳州,0.0
淮安,海口,0.0
淮安,重庆,0.0
淮安,成都,0.0
淮安,南充,0.0
淮安,内江,0.0
淮安,贵阳,0.0
淮安,昆明,0.0
淮安,大理州,0.0
淮安,拉萨,0.0
淮安,西安,1741.8912
淮安,宝鸡,0.0
淮安,兰州,0.0
淮安,西宁,0.0
淮安,银川,0.0
淮安,乌鲁木齐,0.0
淮安,阿克苏,0.0
淮安,喀什,0.0
盐城,北京,0.0
盐城,天津,0.0
盐城,石家庄,0.0
盐城,唐山,0.0
盐城,廊坊,0.0
盐城,保定,0.0
盐城,太原,0.0
盐城,侯马,0.0
盐城,呼和浩特,0.0
盐城,包头,0.0
盐城,沈阳,0.0
盐城,大连,0.0
盐城,锦州,0.0
盐城,长春,0.0
盐城,哈尔滨,0.0
盐城,上海,5353.4406
盐城,南京,5691.1264
盐城,常州,1519.1424000000002
盐城,无锡,3825.487
盐城,苏州,8313.6396
盐城,徐州,3378.3358000000007
盐城,连云港,449.98
盐城,淮安,379.6542
盐城,盐城,0.0
盐城,扬州,632.9322000000001
盐城,南通,1485.1968000000002
盐城,杭州,2023.0010000000002
盐城,湖州,0.0
盐城,嘉兴,0.0
盐城,宁波,0.0
盐城,台州,0.0
盐城,金华,0.0
盐城,义乌,0.0
盐城,温州,0.0
盐城,合肥,12943.958600000002
盐城,蚌埠,0.0
盐城,芜湖,0.0
盐城,安庆,0.0
盐城,福州,0.0
盐城,厦门,0.0
盐城,泉州,0.0
